,Song_Name,Artist,Genre,Lyrics,SongID
146,Surat Cinta Untuk Starla,Virgoun,Pop,bahasa indonesia original,147
147,New Rules,Dua Lipa,Pop,one one one one one talkin sleep night makin crazy mind mind wrote read hopin would save many times many times love makes feel like nobody else nobody else love love tell tell one pick phone know callin cause drunk alone two let kick three friend know gonna wake bed morning gettin got new rules count em got new rules count em gotta tell got new rules count em gotta tell keep pushin forwards keeps pullin backwards nowhere turn way nowhere turn standin back finally see pattern never learn never learn love love tell tell one pick phone know callin cause drunk alone two let kick three friend know gonna wake bed morning gettin got new rules count em got new rules count em gotta tell got new rules count em gotta tell practice makes perfect still tryna learn heart got new rules count em eat sleep breathe rehearse repeat cause got new one pick phone yeah know callin cause drunk alone alone two let uh ooh kick three friend know gonna wake bed morning gettin got new rules count em got new rules count em whoa ooh whoa ooh whoa gotta tell got new rules count em baby know count em gotta tell let let friend friend let let friend friend gettin,148
148,Perfect Duet,Ed Sheeran & Beyonce,Pop,found love oh darling dive right follow lead well found girl beautiful sweet oh never knew someone waitin cause kids fell love knowin give time darling kiss slow heart eyes holding mine baby dancing dark arms barefoot grass listening favourite song said looked mess whispered underneath breath heard darling look perfect tonight well found man stronger anyone know shares dreams hope someday share home found love carry secrets carry love carry children still kids love fightin odds know alright time darling hold hand girl man see future eyes well baby dancing dark arms barefoot grass listening favorite song saw dress looking beautiful deserve darling look perfect tonight baby dancing dark arms barefoot grass listenin favorite song faith see know met angel person looks perfect looks perfect deserve look perfect tonight,149
149,Fly Me To The Moon,Frank Sinatra,Pop,fly moon let play among stars let see spring like jupiter mars words hold hand words baby kiss fill heart song let sing ever long worship adore words please true words love fill heart song let sing ever long worship adore words please true words words love,150
150,Échame La Culpa,Luis Fonsi & Demi Lovato,Pop,lyrics,151
151,The Other Side,Hugh Jackman,Pop,right right put offer want chase know see run cut free drudgery walls keep trade typical something colorful crazy live little crazy play sensible king conventional risk see wanna get away old part gotta play cause got need come take ride take side cause like like stay cage finally take key oh damn suddenly free fly take side okay friend want cut well hate tell happen thanks think good go cause quite enjoy life say trapped admire whole show onto something really something live among swells pick peanut shells leave know okay uptown part get play cause got need want take ride need see side go like good like cage need take key oh damn see fine need see side really like spend days whiskey misery parties plays mixed talk town disgraced disowned another one clowns would finally live little finally laugh little let give freedom dream wake cure aching take walls start em breaking deal seems worth taking guess leave well intriguing go would cost greatly percentage show would taking fair enough want piece action give seven could shake make happen born morning eighteen would fine go ahead ask nickels dime fifteen eight twelve maybe nine ten wanna get away whole new part gonna play cause got need come take ride side like like forget cage cause know make key oh damn suddenly free fly going side like side like going side cause going side going side,152
152,Intro: Euphoria,BTS,Pop,lyrics,153
153,Kathang Isip,Ben and Ben,Pop,diba nga ito ang iyong gusto ito lilisan na ako mga alaala ibabaon kalakip ang tamis ng kahapon mga gabing di namamalayang oras ay lumilipad mga sandaling lumalayag kung san man tayo mapadpad bawat kilig na nadarama sa tuwing hawak ang yong kamay ito maling akala isang malaking sablay pasensya ka na sa mga kathang isip kong ito wari dala lang ng pagmamahal sa iyo ako gigising na sa panaginip kong ito sa wakas ay kusang lalayo sa iyo lalayo sa gaano kabilis nag simula gano n katulin nawala maaari ba tayong bumalik sa umpisa upang di na umasa ang pusong nagiisa pasensya ka na sa mga kathang isip kong ito wari dala lang pagmamahal sa iyo ako gigising na sa panaginip kong ito sa wakas ay kusang lalayo sa iyo lalayo sa sumabay sa agos na isinulat ng tadhana minsan siya para sa iyo pero minsan siya paasa tatakbo papalayo kakalimutan ang lahat pero kahit saan man lumingon nasusulyapan ang kahapon sa aking bawat paghinga ikaw ang nasa isip ko sinta kaya pasensya ka na sa mga kathang isip kong ito wari dala lang ng pagmamahal sa iyo ako gigising na mula sa panaginip kong ito sa wakas ay kusang lalayo sa iyo lalayo sa diba nga ito ang iyong gusto ito lilisan na ako,154
154,Too Good at Goodbyes,Sam Smith,Pop,must think stupid must think fool must think new seen never gonna let close even though mean cause every time open hurts never gonna get close even mean case go leave dirt every time hurt less cry every time leave quicker tears dry every time walk less love baby stand chance sad true way good goodbyes way good goodbyes way good goodbyes way good goodbyes way see cry way see cry way good goodbyes way good goodbyes know thinkin heartless know thinkin cold protectin innocence protectin soul never gonna let close even though mean cause every time open hurts never gonna get close even mean case go leave dirt every time hurt less cry every time leave quicker tears dry every time walk less love baby stand chance sad true way good goodbyes way good goodbyes way good goodbyes way good goodbyes way see cry way see cry way good goodbyes way good goodbyes way good goodbyes way good goodbyes way see cry ahhh way good goodbyes cause every time hurt less cry every time leave quicker tears dry every time walk less love baby stand chance sad true way good goodbyes,155
155,City of Stars,Ryan Gosling,Pop,city stars shining city stars much see knows felt first embrace shared dreams finally come true city stars one thing everybody wants bars smokescreen crowded restaurants love yes looking love someone else rush glance touch dance look somebody eyes light skies open world send reeling voice says alright care know go cause need crazy feeling rat tat tat heart think want stay city stars shining city stars never shined brightly,156
156,OTW,"Khalid, 6LACK & Ty Dolla $ign",Pop,na na na na ooh oh oh ayy put drive outside way way meet five night day day put drive outside way way meet five night day day yeah yeah yeah type shit waiting year back town minute yeah got lot time need somewhere spend press button top go missing kept slip know rented yeah oh oh wanna worried bout friends saw afternoon reading mind fair gotta let know ears got lot room whip wanna take way put drive outside way way meet five night day day put drive outside way way meet five night day day dolla ign dolla ign drop top porsche put bitch sport field oh yeah yeah already yeah come outside looking like snack hurry get hell yeah yeah come mission ooh yeah ooh yeah riding coast ooh yeah want sure ooh yeah say play khalid ooh yeah say pass weed ooh yeah pull crib oh said never put provocateur girl made mi amor said left ex dude always gassy said never happy took l winning ever since ever since hit phone way cancel plans yeah yeah put drive outside way way meet five night day day put drive outside way way meet five night day day tryna make move tonight got time tell wanna call squad wanna rendezvous gon push got room two jects set porsche vette confess flex ayy show respect get away make sense life park put shit drive coast like tomorrow moving fast hoping drive slow yeah want wonder go learn lot something know put drive outside way way meet five night day day put drive outside way way meet five night day day,157
157,River,Eminem,Pop,liar thief lover cheat sins need holy water feel washing well little one want admit something gonna cause pain truth lies right falling like rain let river run comin home neck scratched catch flack sweat jackets dress slacks mismatched breath jack sex addict wants exact revenge get back chess match back like jet pack kept track internet chats guess happens movin next actually shit last chick ex lacks cause loves danger psychopath fuck man girl even know devised plan stab back knife hand says relationship hangin strand web lately says maybe gwen stacy spite man know using try play care hi suzanne shoulda said bye suzanne first night tonight liar thief lover cheat sins need holy water feel washing well little one want admit something gonna cause pain truth lies falling like rain let river run one night stand turned two night stand come sunlight scram hug tight found feels deserted used cause left first supposed tell girl hard find words aloof nervous sue want hurt deserve truth take personal say person revert studio like hole wall diners reserved booth feel like person turning irreversible preyed like church pew got want took advantage thirst pursue dirt get soapbox preach sermon speech detergent bleach burnin wound cause womb bring world shoulda knew use protection fore bit forbidden fruit fuck liar thief lover cheat sins need holy water feel washing well little one want admit something gonna cause pain truth lies falling like rain let river run name ooh name ooh river ooh river run call ooh call ooh river ooh let river run always bridesmaid never bride hey fuck say life highway deceit enclave swerving five lanes speeds high rate like slidin ice maybe may came sideways keep lies straight made terminate baby love triangle left us wreck tangled else say fun bet really woulda loved smile really wanna abort fuck one lie tell unborn child liar thief lover cheat sins need holy water feel washing well little one sorry want admit something fucked gonna cause pain truth lies falling like rain let river run,158
158,Globglogabgalab,Tony Halstead,Pop,globglogabgalab love books basement true treasure trove glob glo gab galab shwabble dabble wabble gabble flibba blabba blab full shwibbly glib kind yeast thoughts minds shwabble dabble glibble glabble schribble shwap glab dibble dabble shribble shrabble glibbi glap shwap shwabble dabble glibble glabble shwibble shwap dap dibble dabble shribble shrabble glibbi shwap glab oooh ha ha ha mmm splendid simply delicious ooooohm ha haa ha ha glob glo gab galab shwabble dabble wabble gabble flibba blabba blab full shwibbly glib kind yeast thoughts minds shwabble dabble glibble glabble schribble shwap glab dibble dabble shribble shrabble glibbi glap shwap shwabble dabble glibble glabble shwibble shwap dap dibble dabble shribble shrabble glibbi shwap glab ahhh,159
159,Lemon,N.E.R.D & Rihanna,Pop,truth set free first piss hate bad bitches wanna bae hate hunt like c hate side car tryna see face hate want beat like case oh hate heated feed face hate best believe gon outrageous hate hatin niggas believe race hate niggas hit eli face oh bouncin around bouncin around bouncin bouncin around bouncin around bouncin scrunchin eyes name mouth bouncin around bouncin around bouncin hate keep askin hate borders run hate keep askin feel bout guns hate light dark army side choose oh hate hate hate drink kool aid friends hate tried tell dude bouncin around bouncin around bouncin bouncin around bouncin around bouncin hate supplements found right couches bouncin around bouncin around bouncin wait wait minute shout people people wait wait minute p p p people people wait wait minute mad ethnic right get live live get count mothafuckin digits pull lemon cause livin eyes get acidic scrimmage mothafucka finished told stop nigga bouta business like rent wave hello top nigga veyron glide tell paparazzi get lens right got window top blowin la got hazards doin five catch rih new la ferrar truck behind got arms yeah longer lebron waitin thumb like fonz woo beat tastes like lunch runnin veneers runnin fronts everyday hey lemonade afraid nigga graduate would okay prayed played rihanna nigga constellation space warp speed doctor spock chase nigga nigga bath salt bitin speakers face bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face bath bath salt bitin speakers face get live live get count mothafuckin digits pull lemon cause livin eyes get acidic scrimmage mothafucka finished told stop nigga bouta business like rent wave hello top nigga veyron glide tell paparazzi get lens right got window top blowin la got hazards doin five catch bouncin around bouncin around bouncin catch wait wait minute wait wait minute wait wait minute wait wait minute wait wait minute wait wait minute wait wait minute wait wait minute,160
160,Love Lies,Khalid & Normani,Pop,sorry hard catch vibe mmm need lover trust tell side ride easy someone catch eye waitin whole damn life whole lifetime afraid tell see focused yeah independent independent hard open admit admit got shit say listen baby tell love lies waste day spend night underneath sunrise show love lies mystery history feels good bad say want cause know come need company cravin synergy afraid tell see focused yeah independent independent hard open admit admit got shit say listen baby tell love lies waste day spend night underneath sunrise show love lies tell love lies waste day spend night underneath sunrise show love lies hide feelin gotta deny baby gon make overnight tell hide yeah feelin gotta deny yeah baby gon make overnight tell tell tell love lies tell love lies waste day spend night waste day spend night underneath sunrise underneath sunrise show love lies tell love lies tell love lies show love lies waste day spend night yeah yeah underneath sunrise ooh show love lies,161
161,Believer,Imagine Dragons,Pop,first things first say words inside head fired tired way things oh ooh way things oh ooh second things second tell think could one sail master sea oh ooh master sea oh ooh broken young age taking sulking masses writing poems look took shook feeling singing heartache pain taking message veins speaking lesson brain seeing beauty pain made made believer believer pain break build believer believer pain oh let bullets fly oh let rain life love drive came pain made made believer believer third things third send prayer ones hate heard turned spirit dove oh ooh spirit oh ooh choking crowd building rain cloud falling like ashes ground hoping feelings would drown never ever lived ebbing flowing inhibited limited till broke open rained rained like pain made made believer believer pain break build believer believer pain oh let bullets fly oh let rain life love drive came pain made made believer believer last things last grace fire flame face future blood veins oh ooh blood veins oh ooh never ever lived ebbing flowing inhibited limited till broke open rained rained like pain made made believer believer pain break build believer believer pain oh let bullets fly oh let rain life love drive came pain made made believer believer,162
162,Revenge,XXXTENTACION,Pop,think think finally found way forgive mistakes made past think first step right agree dug two graves us dear pretend perfect leavin fear oh man world things hear could act revenge oh would kill steal break heart thought would let go let walk broken hearts break bones break fast wanna let go grave rot dug two graves us dear pretend perfect leavin fear oh man world things hear could act revenge oh would kill steal break heart thought would let go let walk broken hearts break bones break fast wanna let go grave rot grave rot grave rot grave rot grave rot grave rot grave rot grave rot rot rot rot pain freedom pain freedom enjoy�?0,163
163,Let You Down,NF,Pop,feels like edge right wish could say proud sorry let let voices head get loud wish could shut sorry let le le let yeah guess disappointment doin everything wanna make disappointed annoying wanna make feel like everything ever never tryna make issue guess thought everything never even wrong first place right yeah ignore walking towards head lookin ground embarrassed paranoia wrong time parents loyal shoulda back put knife it—my hands full else carry cared but�?feels like edge right wish could say proud sorry let le le let voices head get loud wish could shut sorry let le le let yeah wanna make work wanna make worse want listen ever hear words wanna know hurt yet let guess want apology probably keep going rate like guess leave please come wanna alone right really wanna think go ahead drink know gonna call tomorrow like nothing wrong always feel like every time talk awful mood else offer nothing left right gave feels like edge right wish could say proud sorry let le le let voices head get loud wish could shut sorry let le le let yeah talk gonna work packed clothes moved even wanna go house every time sit couch feel like lecture eventually bet could made work prolly woulda figured things guess letdown cool checked oh wanna friends okay let put fake face pretend sit around talk good times even happen mean laughing must missed joke let see find reaction least happy feels like edge right wish could say proud sorry let oh let voices head get loud wish could shut sorry let oh let sorry sorry sorry let,164
164,Pray (Remix),Sam Smith,Pop,never knew struggle rose rubble rather live inside bubble go trouble double double vision corrected neglect and�?thinkin lately devil take god protect know perfect respect want happy want let live young foolish made bad decisions block news turn back religion degree somewhat naïve made far lately shit gettin higher lift head world fire dread heart fear bones know say maybe pray pray maybe pray never believed gonna pray man sinner understand comes passin judgements think one make call heaven want cast know others like break fall know hater motherfuckers relate first one line fine take well logic gon let em know perfect worth alive deserve praying playin think hear words sayin think know weight shoulders gets heavier get older callin anybody callin anybody hear pray hear pray hear maybe pray lord pray lord maybe pray never believed gonna call one one please let talk freedom everyone prays end everyone prays end oh call one one please let talk freedom everyone prays end everyone prays end oh gonna pray gonna pray gonna pray pray glimmer hope maybe pray pray maybe pray never believed gonna pray,165
165,Color Blind,Diplo,Pop,color blind color blind haha yeah ayy trips mall stripped fall think might really one yeah one rule chosen one savior triple six yeah make look like good least momma said yeah one givin momma bread done pain heartless color blind color blind said said love cost thing yeah girls need diamond ring yeah yo yo text sent never ever read got feelin like never ever ever really cared yeah okay though hope feel okay though used call diego favorite drink faygo said said color blind color blind color blind color blind,166
166,Guatemala,"Swae Lee, Slim Jxmmi & Rae Sremmurd",Pop,oh oh oh oh seen way talkin phone last night god mally mall way two dollar holla stole heart like ali baba oh heart seen way talkin phone last night god phone last night jet let keep private wants even denial denial wanna make love even denial denial get away ay maybe guatemala temala got goin deep got freshwater goin baby laughin cause feel excellent vibe ooh ooh fraction good love provide ooh ooh see niggas talkin side keep silent keep quiet maybe sayin somethin mean nothin took room words kept private kept private heartbreak told keep violets ooh ooh seen way talkin phone last night god talkin phone jet let keep private wants even denial denial wanna make love even denial denial get away ay maybe guatemala guatemala got goin deep got freshwater freshwater flew jet stylish take another sip get superpowers woah oh oh got hots dammit buyin buyin got pull combined combined pourin dreams cause really high really high hand hip eyes prize eyes prize seen way talkin phone last night god talkin phone jet let keep private wants even denial denial wanna make love even denial denial get away ay maybe guatemala guatemala got goin deep got freshwater freshwater seatbelt roller coaster ridin put plane thinkin bout sippin fiji yeah taste like water hey hey chasin tryna make partner tryna make partner maybe lock later yeah guarantee fall fall baby lock later hey guarantee heart hey baby take long long ever miss mark mark yeah ex girl move pictures wall ayy ayy seen way talkin phone last night god talkin phone house let keep private keep private wants even denial denial wanna make love even denial denial get away ay maybe guatemala temala got goin deep got freshwater goin,167
167,Flames,David Guetta & Sia,Pop,oh oh one foot front babe one breath leads another yeah keep moving oh look within strength today listen voice say keep moving oh go go go figure figure stop moving go go go figure figure love keep running gotta get today love keep running gotta keep tears bay oh love stop burning gonna send flames flames stop tomorrow another day stop tomorrow feel pain keep moving stop past trip know right gotta enough keep moving go go go figure figure stop moving go go go figure figure love keep running gotta get today love keep running gotta keep tears bay oh love stop burning gonna send flames flames flames flames go go go figure figure stop moving go go go figure figure love keep running gotta get today love keep running gotta keep tears bay oh love stop burning gonna send flames flames,168
168,Remind Me to Forget,Kygo,Pop,never fades away staying kiss like broken glass skin greatest loves end violence tearing voice left silence baby hit hard holding chest maybe left mark reminding forget matter keep regret cause baby got scars reminding forget reminding got scars get love keep reminding ooh forget love left mark heart left mark reminding forget left mark heart left mark understand left mark heart left mark reminding forget left mark heart left mark understand room war feelings hurt core still healing know good try forget memories baby hit hard holding chest maybe left mark reminding forget matter keep regret baby got scars reminding forget left mark heart left mark reminding forget left mark heart left mark understand remember told save alright hurt much like need let go got mementos alright baby hit hard holding chest maybe left mark reminding forget matter keep regret baby got scars reminding forget left mark heart left mark reminding forget left mark heart left mark reminding forget,169
169,Sky Full of Song,Florence + The Machine,Pop,deeply sleeping still awake good friend told staying late careful oh darling oh careful takes seen far good ones always seem break screaming father screaming feel anger way across sea kissing strangers causing scene oh heart hides unimaginable things grab ankles flying long hide thunder sky full song want badly could anyone hide thunder sky full song hold tired aim arrow sky take tired leave lie tell trouble music starts play city without seasons keeps raining la feel like fall room begins sway hear sirens cannot walk away grab ankles flying long hide thunder sky full song want badly could anyone hide thunder sky full song hold tired aim arrow sky take tired leave lie thought flying maybe dying tonight thought flying maybe dying tonight thought flying maybe dying tonight thought flying maybe dying tonight hold tired aim arrow sky shoot shoot shoot take tired leave lie fire hold tired aim arrow sky shoot shoot shoot take tired leave lie fire,170
170,Somebody,The Chainsmokers,Pop,town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna somebody somebody known better listen heart people change weather know know like really like anybody tell like anybody else put back together let fall apart people change weather town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna somebody somebody somebody somebody know know like somebody head knew better head knew better blame faults know forget know know like really like anybody tell like anybody else town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna somebody somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like cause really like anybody tell like anybody cause really like anybody tell like anybody town full fancy cars crowded bars supermodels looks exactly way inside head dreamed things could live without need em cause around thing afford lose tryna somebody somebody somebody somebody somebody somebody know know like somebody somebody somebody somebody know know like stop tryna somebody stop tryna somebody,171
171,Medicine,Harry Styles,Pop,take medicine take medicine treat like gentleman give adrenaline adrenaline think gonna stick take medicine take medicine rest fingertips mouth feeling feeling got drunk wasted sleep gonna dream go tonight going cause know persuasive got something got appetite taste getting dizzy oh getting dizzy oh la la la la la get dizzy oh get dizzy oh tingle running bones fingers toes tingle running bones boys girls mess around okay coming figured kinda like sleep gonna dream go tonight going cause know persuasive got something got appetite taste getting dizzy oh getting dizzy oh la la la la la get dizzy oh get dizzy oh got drunk wasted go tonight going cause know persuasive got something got appetite taste getting dizzy oh getting dizzy oh la la la la la get dizzy oh get dizzy oh,172
172,These Days,Rudimental,Pop,know moved onto someone new hope life beautiful light find truth wanna say thank leaving find soul told go know pretty hearts get broke young feel old watching us turn cold oh know pretty two hearts get broke yeah know pretty two hearts get broke hope someday sit together laugh days days troubles lay rest wish could come back days days oh know know oh know know oh know know days days oh know know oh know know oh know know days days three years ups downs nothing show know pretty fire burns calling drunk remind done know pretty trying move yeah hope someday sit together laugh days days troubles lay rest wish could come back days days oh know know oh know know oh know know days days oh know know oh know know oh know know days days cigarettes ashtray reminiscing past days thought end last name changed travelled around world think living heard moved austin got apartment settled every start texting write paragraph delete message think bout like past time could cry river get baptised ready act right used always think get back right say things fall apart gonna move brooklyn gonna study art love tool remind us alone walking dark hope someday sit together laugh days days troubles lay rest wish could come back days days wish could come back days days,173
173,First Place (The Race - Remix),Larray,Pop,yo larray ok skrt skrt ooh bang bang let go race still take first place take man shove face mwah name lightning still queen kachow go panda ask chow mein call gay dad texts hey like like stalking page yikes uno dos tres cuatro cinco speak spanish know despacito puta b b b bitch imma kick throat hiya ass big looking like boat titanic got asthma know smoke bang bang ugly jk bitch joke cute hot everything looked google find flop sexy take pic better chick boyfriend messaged asked timmy thick walk around guccis favorite meal sushi wanna talk hit uzi pr r r r pa pa ka ka ka skidiki papa pu pu pu feel pregnant dinner like name kylie jenner baddie sinner ugly bitter foreign yea skrt skrt around coast tell pick dolan twin guess bitch choosing race still take first place ya ya take man show face mwah name lightning still queen kachow go panda ask chow mein yeah yeah,174
174,Bella Ciao,Vasco Scansani di Gualtieri,Pop,una mattina mi son svegliato bella ciao bella ciao bella ciao ciao ciao una mattina mi son svegliato e ho trovato l invasor partigiano portami via bella ciao bella ciao bella ciao ciao ciao partigiano portami via ché mi sento di morir e se io muoio da partigiano e se io muoio sulla montagna bella ciao bella ciao bella ciao ciao ciao e se io muoio da partigiano e se io muoio sulla montagna tu mi devi seppellir e seppellire lassù montagna e tu mi devi seppellire bella ciao bella ciao bella ciao ciao ciao e seppellire lassù montagna e tu mi devi seppellire sotto l ombra di un bel fior tutte le genti che passeranno e tutti quelli che passeranno bella ciao bella ciao bella ciao ciao ciao tutte le genti che passeranno e tutti quelli che passeranno mi diranno «che bel fior » e poi diranno «che bel fior » «è questo il fiore del partigiano» e questo è il fiore del partigiano bella ciao bella ciao bella ciao ciao ciao «è questo il fiore del partigiano e questo è il fiore del partigiano morto per la libertà » english translation one morning awakened oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye one morning awakened found invader oh partisan carry away oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye oh partisan carry away feel death approaching die partisan die mountain oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye die partisan die mountain must bury bury mountain bury oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye bury mountain bury shade beautiful flower people shall pass shall pass oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye people shall pass shall pass tell beautiful flower say beautiful flower flower partisan flower partisan oh goodbye beautiful goodbye beautiful goodbye beautiful bye bye flower partisan flower partisan died freedom,175
175,Sunflower,Rex Orange County,Pop,want know go around feeling stay moment say need cause right know nothing new obsessed fell ground smiled said wanna see cry feel emptiness said love till day die well maybe right cause wanna feel like honest even know let get first place tryna keep mind bay sunflowers still grows night waiting minute till sun seen eyes make diggy dig du du du du waiting minute till sun seen eyes know need get sleep dream dream need keep open eye promise one let hold arms tonight lucky see face back fucked shit many times would let get first place tryna keep mind bay sunflowers still grows night waiting minute till sun seen eyes make diggy dig du du du waiting minute till sun seen eyes sat told cry said need get feel empty inside told love long alive well maybe right cause hate feel like see honestly even know honestly even know tryna keep mind bay sunflowers still grows night waiting minute till sun seen eyes make diggy dig du du du waiting minute till sun seen eyes,176
176,Babe,Sugarland,Pop,shame wanna one got away yeah big mistake broke sweetest promise never made kitchen floor call hear said one else could babe really blew babe getting one babe last time ever call babe last time last time last time ever call babe waste taking pictures plans made yeah strange face look innocent secret consequence babe break every time call wreck wrecking ball said one else could babe really blew babe getting one babe last time ever call babe last time last time last time since admitted keep picturing lips neck unsee hate love babe shame want one got away could babe really blew babe getting one babe could babe last time last time last time ever call babe could babe kitchen floor call hear said one else getting one babe break every time call last time wreck wrecking ball last time last time said one else last time never call babe,177
177,Hard 2 Face Reality,Poo Bear,Pop,sometimes hard face reality oh oh even though might get mad oh oh sometimes hard face reality adjusted life opportunity stay away last time standin right front hurts know lied tryna protect feelings read lines hope steady healing sometimes hard face reality oh oh even though might get mad oh oh sometimes hard face reality afraid stand alone afraid stand outside comfort zone know hard away home easy alone relationships phone talkin significant night long sometimes hard face reality oh oh even though might get mad oh oh sometimes hard face reality sometimes hard face reality love death quite similar come go like cat burglars reality kinda hard face like actual facts flat earthers rain requirement flowers grow pain requirement power grow miracle one change one hours ago life though cycle bigger picture smaller picture exactly macro micro crack atom let light glow one day could king pop next one wacko michael human nature like told us let face reality crack cycle know hurts see truth face circumstances bring knees go cry ocean drown enough put heart ease oh lose self esteem apologize man way harder seems sometimes hard face reality oh oh reality even though might get mad oh oh might get mad bedside sometimes hard face reality sometimes hard face reality,178
178,2002,Anne-Marie,Pop,always remember day kissed lips light feather went like never better summer 2002 ooh uh eleven acting like grown ups like present drinking plastic cups singing love forever ever well guess true dancing hood middle woods old mustang sang songs childhood friends went like say oops got 99 problems singing bye bye bye hold wanna go take ride better hit baby one time uh paint picture days young uh singing top lungs covers fast forward eighteen lovers yeah need holding taken back 2002 ooh yeah dancing hood middle woods old mustang sang songs childhood friends went like say oops got 99 problems singing bye bye bye hold wanna go take ride better hit baby one time uh paint picture days young uh singing top lungs day fell love ooh ooh ooh ooh day fell love ooh ooh ooh ooh dancing hood middle woods old mustang sang songs childhood friends oh oops got 99 problems singing bye bye bye hold wanna go take ride better hit baby one time paint picture days young uh singing top lungs day fell love ooh ooh ooh ooh day fell love ooh ooh ooh ooh day fell love ooh ooh ooh ooh day fell love ooh ooh ooh ooh day fell love love love,179
179,Say Something,Justin Timberlake,Pop,mhmm yeah alright ooh everyone knows direction heart somewhere wanna go still go everybody says say something says something�?“say something says something�?“say something says something�?wanna get caught rhythm help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something everyone knows transgressions still heart somewhere melody harmony tonight whoa hear call name everybody says say something say something say something say something say something say something want get caught rhythm get help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something sometimes greatest way say something say nothing sometimes greatest way say something say nothing sometimes greatest way say something say nothing help help caught middle help help caught rhythm maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something maybe looking something sometimes greatest way say something say nothing sometimes greatest way say something say nothing sometimes greatest way say something say nothing,180
180,Delicate,Taylor Swift,Pop,best reputation never worse must like me�?make promises babe make drink dive bar east side phone lights nightstand black come meet back dark jeans nikes look oh damn never seen color blue think fun things could cause like best reputation never worse must like me�?yeah want make promises babe make drink cool said chill head cause know delicate delicate cool said soon yet cause know delicate delicate third floor west side handsome mansion view girls back home touch like long night hands hair echoes footsteps stairs stay honey wanna share cause like best reputation never worse must like me�?yeah want make promises babe make drink cool said chill head cause know delicate delicate cool said soon yet cause know delicate delicate sometimes wonder sleep ever dreaming sometimes look eyes pretend mine damn time cause like cool said chill head cause know delicate delicate yeah want cool said soon yet cause know delicate delicate cause like cool said chill head cause know delicate yeah want cool said soon yet cause know delicate delicate,181
181,Dicke Lippen,Katja Krasavice,Pop,dicke dicke lippen dicke lippen dicke lippen dicke dicke lippen dicke lippen dicke lippen ich hab das copyright auf den doggystyle ich kann besten weil es nach wie vor mein hobby bleibt mach es mit hingabe ich kann wie der wind blasen fang ich mit meinem mund haut es dich um wie n kinnhaken jetzt ist schluss mit lustig lutsch deinen chupa chups bis der zuckerguss spritzt aber bitte vergiss nicht heute schluck ich mit meinen lippen habe ich bei männern ein leichtes spiel wenn ich sag „ich gern lecken �?meine ich das eis stiel ich hab dicke lippen dicke lippen ich hab dicke lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen dicke dicke lippen dicke lippen dicke lippen dicke dicke lippen dicke lippen dicke lippen dicke dicke lippen dicke lippen dicke lippen ich hab dicke lippen und sie blasen ich staub jahreslöhne ab jeder stadt mit meinen shows viel gage ich bin jeden tag beim plastischen chirurg ah damals war das anders keine marken der jeans heute kostet mein körper viel wie du drei jahren verdienst ich übernehme das steuern für dich blase lang bis das feuer erlischt ziehe mich aus und dann läuft es mit klicks mach beiläufig geld mit zweideutigen hits heiß dass das gummi hier einfach mal platzt ich meine die reifen von meinem r8 wo denkst du denn hin es war nicht gemeint du hast schon wieder ans eine gedacht ich hab dicke lippen dicke lippen ich hab dicke lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen dicke dicke lippen dicke lippen dicke lippen dicke dicke lippen dicke lippen dicke lippen dicke dicke lippen dicke lippen dicke lippen ich hab dicke lippen und sie�?lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie blasen dick dick dick dick dick dick dick dick dicke lippen dick dick dick dick dick dick dick dick dicke lippen ich hab dicke lippen ich hab ich hab dicke lippen ah ich hab dicke lippen und sie�?0,182
