,Song_Name,Artist,Genre,Lyrics
2,Burning House,Cam,country,"[Intro]

[Verse 1]
I had a dream about a burning house
You were stuck inside, I couldn't get you out
I laid beside you and pulled you close
And the two of us went up in smoke
Love isn't all that it seems I did you wrong
I'll stay here with you until this dream is gone

[Chorus]
I've been sleepwalking
Been wandering all night
Trying to take what’s lost and broke
And make it right
I've been sleepwalking
Too close to the fire
But it's the only place that I can hold you tight
In this burning house

[Verse 2]
See you at a party and you look the same
I could take you back but people don't ever change
Wish that we could go back in time
I'd be the one you thought you'd find
Love isn't all that it seems I did you wrong
I'll stay here with you until this dream is gone

[Chorus]
I've been sleepwalking
Been wandering all night
Trying to take what’s lost and broke
And make it right
I've been sleepwalking
Too close to the fire
But it's the only place that I can hold you tight
In this burning house

[Bridge]
The flames are getting bigger now
In this burning house
I can hold on to you somehow
In this burning house
Oh, and I don't want to wake up
In this burning house

[Chorus]
I've been sleepwalking
Been wandering all night
Trying to take what’s lost and broke
And make it right
I've been sleepwalking
Too close to the fire
But it's the only place that I can hold you tight
In this burning house"
3,Say Something,Justin Timberlake,country,"[Intro: Justin Timberlake]
Mhmm, yeah, alright
Ooh

[Verse 1: Justin Timberlake]
Everyone knows all about my direction
And in my heart somewhere I wanna go there
Still, I don't go there

[Chorus: Justin Timberlake & Chris Stapleton]
Everybody says, ""say something that says something”
“Say something that says something”
“Say something that says something”
I don't wanna get caught, up in the rhythm of it
But I can't help myself, no, I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have

[Verse 2: Chris Stapleton & Justin Timberlake]
Everyone knows all about my transgressions
Still in my heart somewhere, there's melody and harmony
For you and me, tonight (whoa)
I hear them call my name

[Chorus: Chris Stapleton & Justin Timberlake]
Everybody says, ""Say something""
Then, ""Say something, say something""
Then, ""Say something, say something""
Then, ""Say something""
I don't want to get caught up in the rhythm of it
But I can't get help myself, no I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)

[Bridge: Justin Timberlake & Chris Stapleton]
Sometimes, the greatest way to say something is to say nothing at all
Sometimes, the greatest way to say something is to say nothing at all
Sometimes, the greatest way to say something is to say nothing

[Part-Chorus: Justin Timberlake & Chris Stapleton]
But I can't help myself, no I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)

[Outro: Justin Timberlake & Chris Stapleton]
Sometimes the greatest way to say something is to say nothing at all
Sometimes the greatest way to say something is to say nothing at all
Sometimes the greatest way to say something is to say nothing"
4,Million Reasons,Lady Gaga,country,"[Verse 1]
You're giving me a million reasons to let you go
You're giving me a million reasons to quit the show
You're givin' me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

If I had a highway, I would run for the hills
If you could find a dry way, I'd forever be still
But you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

[Chorus]
I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one to stay

[Verse 2]
Head stuck in a cycle, I look off and I stare
It's like that I've stopped breathing, but completely aware
'Cause you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

And if you say something that you might even mean
It's hard to even fathom which parts I should believe
'Cause you're giving me a million reasons
Give me a million reasons
Givin' me a million reasons
About a million reasons

[Chorus]
I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one to stay

[Bridge]
Hey, ehh, ehh, eyy
Baby I'm bleedin', bleedin'
Stay, ehh, ehhy
Can't you give me what I'm needin', needin'
Every heartbreak makes it hard to keep the faith
But baby, I just need one good one
Good one, good one, good one, good one, good one

[Chorus]
When I bow down to pray
I try to make the worst seem better
Lord, show me the way
To cut through all his worn out leather
I've got a hundred million reasons to walk away
But baby, I just need one good one, good one
Tell me that you'll be the good one, good one
Baby, I just need one good one to stay"
5,My Church,Maren Morris,country,"[Verse 1]
I’ve cussed on a Sunday
I’ve cheated and I’ve lied
I’ve fallen down from grace
A few too many times
But I find holy redemption
When I put this car in drive
Roll the windows down and turn up the dial

[Chorus]
Can I get a hallelujah
Can I get an amen
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singing every single verse
Yeah I guess that’s my church

[Verse 2]
When Hank bring the sermon
And Cash leads the choir
It gets my cold, cold heart burning
Hotter than a ring of fire
When this wonderful world gets heavy
And I need to find my escape
I just keep the wheels rolling, radio scrolling
Until my sins wash away

[Chorus]
Can I get a hallelujah
Can I get an amen
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singing every single verse
Yeah I guess that’s my church

[Chorus]
Can I get a hallelujah
Can I get an amen
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singing every single verse
Yeah I guess that’s my church

[Chorus]
Can I get a hallelujah
Can I get an amen
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singing every single verse
Yeah I guess that’s my church
Yeah I guess that’s my church
Yeah I guess that’s my church"
6,Jolene,Dolly Parton,country,"[Guitar Introduction]

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can

[Verse 1]
Your beauty is beyond compare
With flaming locks of auburn hair
With ivory skin and eyes of emerald green
Your smile is like a breath of spring
Your voice is soft like summer rain
And I cannot compete with you, Jolene

[Verse 2]
He talks about you in his sleep
There's nothing I can do to keep
From crying when he calls your name, Jolene
And I can easily understand
How you could easily take my man
But you don't know what he means to me, Jolene

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him just because you can

[Verse 3]
You could have your choice of men
But I could never love again
He's the only one for me, Jolene
I had to have this talk with you
My happiness depends on you
And whatever you decide to do, Jolene

[Chorus]
Jolene, Jolene, Jolene, Jolene
I'm begging of you please don't take my man
Jolene, Jolene, Jolene, Jolene
Please don't take him even though you can
Jolene, Jolene"
7,Hurt,Johnny Cash,country,"[Produced by Rick Rubin]

[Verse 1]
I hurt myself today
To see if I still feel
I focus on the pain
The only thing that's real
The needle tears a hole
The old familiar sting
Try to kill it all away
But I remember everything

[Chorus]
What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down
I will make you hurt

[Verse 2]
I wear this crown of thorns
Upon my liar's chair
Full of broken thoughts
I cannot repair
Beneath the stains of time
The feelings disappear
You are someone else
I am still right here

[Chorus]
What have I become
My sweetest friend?
Everyone I know
Goes away in the end
And you could have it all
My empire of dirt
I will let you down
I will make you hurt

[Outro]
If I could start again
A million miles away
I would keep myself
I would find a way"
8,Ex’s & Oh’s,Elle King,country,"[Verse 1]
Well, I had me a boy, turned him into a man
I showed him all the things that he didn't understand
Whoa, and then I let him go
Now, there's one in California who's been cursing my name
Cause I found me a better lover in the UK
Hey, hey, until I made my getaway

[Pre-Chorus 1]
One, two, three, they gonna run back to me
Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

[Chorus 1]
Ex's and the oh, oh, oh's they haunt me
Like ghosts they want me to make 'em O
They won't let go
Ex's and oh's

[Verse 2]
I had a summer lover down in New Orleans
Kept him warm in the winter, left him frozen in the spring
My, my, how the seasons go by
I get high, and I love to get low
So the hearts keep breaking, and the heads just roll
You know that's how the story goes

[Pre-Chorus 1]
One, two, three, they gonna run back to me
Cause I'm the best baby that they never gotta keep
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

[Chorus 2]
Ex's and the oh, oh, oh's they haunt me
Like ghosts they want me to make 'em O
They won't let go
Ex's and the oh, oh, oh's they haunt me
Like ghosts they want me to make 'em O
They won't let go
Ex's and oh's

[Pre-Chorus 2]
One, two, three, they gonna run back to me
Climbing over mountains and a-sailing over seas
One, two, three, they gonna run back to me
They always wanna come, but they never wanna leave

[Chorus 2]
My ex’s and the oh, oh, oh’s they haunt me
Like ghosts they want me to make ‘em O
They won’t let go
Ex’s and the oh, oh, oh’s they haunt me
Like ghosts they want me to make ‘em O
They won’t let go
Ex’s and oh’s"
9,Meant to Be,Bebe Rexha,country,"[Verse 1: Florida Georgia Line]
Baby, lay on back and relax
Kick your pretty feet up on my dash
No need to go​ nowhere fast
Let's enjoy right here where we at

[Pre-Chorus: Florida Georgia Line]
Who knows where this road is supposed to lead?
We got nothing, but time
As long as you're right here next to me, everything's gonna be alright

[Chorus: Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, just let it be
If it's meant to be, it'll be, it'll be
Baby, just let it be
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Verse 2: Bebe Rexha]
I don't mean to be so uptight
But my heart's been hurt a couple times
By a couple guys that didn't treat me right
I ain't gon' lie, ain't gon' lie
'Cause I'm tired of the fake love
Show me, what you're made of
Boy, make me believe

[Pre-Chorus: Florida Georgia Line]
Oh hold up, girl, don't you know you're beautiful?
And it's easy to see

[Chorus: Bebe Rexha & Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, just let it be
If it's meant to be, it'll be, it'll be
Baby, just let it be
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Post-Chorus: Bebe Rexha & Florida Georgia Line]
So c'mon, ride with me, ride with me
See, where this thing goes
So c'mon, ride with me, ride with me
See, where this thing goes
Baby, if it's meant to be

[Bridge: Bebe Rexha & Florida Georgia Line]
Maybe we do
Maybe we don't
Maybe we will
Maybe we won't

[Chorus: Bebe Rexha & Florida Georgia Line]
But if it's meant to be, it'll be, it'll be
Baby, just let it be (take it, baby)
If it's meant to be, it'll be, it'll be (c'mon)
Baby, just let it be (let's go)
So won't you ride with me, ride with me?
See, where this thing goes
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be

[Outro: Bebe Rexha & Florida Georgia Line]
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be
If it's meant to be, it'll be, it'll be
Baby, if it's meant to be"
10,Till It's Gone,Yelawolf,country,"[Verse 1]
I'm not the table you can come and lay your cup down on now
I’m not the shoulder for a bag, don't wanna carry your heavy load
I'm not the road that you take when you're lookin' for a shortcut, uh
I ain't the steppin' stone, to be steppin' on, I ain't nobody's crutch
I ain't the money man, with your money man, you ain't lookin' at me
I'm not the cheap one, lookin' at me son, you ain't lookin' at free
I ain't the dishrag, to come clean up, all the shit that ya dish out
Ain't got no check for 'em, if you checkin' in
Mothafucka check this out

[Chorus]
Ain't much I can do but I do what I can
But I'm not a fool, there's no need to pretend
Just because you got yourself in some shit
It doesn't mean I have to come deal with it
You handle your own when you become a man
And become a man when you handle your own
Ain't much I can do but I do what I can
But what can I do if I do 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, but what can I do if I do 'til it's gone

[Verse 2]
I'm not the trash can, not the last man at the finish line now
I'm not the new kid, on the block
That you can just follow and push around
I'm not the fuckin' needle in the haystack, that you finally found
This ain't no free rent, come and pitch a tent, you ain't tying me down
I'm not a bus ride you can hop inside, and just roll away clean
Not the wheel on the wagon you wanna break
'Cause I hold up the weight for the team
I'm not the gold watch, and the new truck
That you scheming to check out
Unless you're looking to check out *shot, shot, shot*
What a mess now (c'mon)

[Chorus]
Ain't much I can do but I do what I can
But I'm not a fool, there's no need to pretend
Just because you got yourself in some shit
It doesn't mean I have to come deal with it
You handle your own when you become a man
And become a man when you handle your own
Ain't much I can do but I do what I can
But what can I do if I do 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, what can I do if I do 'til it's gone

[Verse 3]
I jump to the sky for my people
I walk through the fire, I give love when it's equal
Don't tell me not to complain about my money and fame
When you come around and tellin' me I changed
Damn right I fuckin' changed
When this fuckin' change in my pocket
Hit the bucket, it was a rocket all a sudden
I went from shoppin' without nothin'
To goin' shoppin' for my cousins
Now that the cops know that I'm buzzin'
They wanna drop me in the oven
Pull me over just to say ""I'm a fan""
Hip-hop, gotta love it, fuck it

[Chorus]
Ain't much I can do but I do what I can
But I'm not a fool, there's no need to pretend
Just because you got yourself in some shit
It doesn't mean I have to come deal with it
You handle your own when you become a man
And become a man when you handle your own
Ain't much I can do but I do what I can
But what can I do if I do 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, oh, 'til it's gone
Oh, what can I do if I do 'til it's gone"
11,Tennessee Whiskey,Chris Stapleton,country,"[Verse 1]
Used to spend my nights out in a barroom
Liquor was the only love I'd known
But you rescued me from reachin' for the bottom
And brought me back from bein' too far gone

[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Verse 2]
I've looked for love in all the same old places
Found the bottom of a bottle's always dry
But when you poured out your heart I didn't waste it
'Cause there's nothing like your love to get me high

[Chorus]
And you're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Interlude]

[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Outro]
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey"
12,You Are My Sunshine,Johnny Cash,country,"The other night dear, as I lay sleeping
I dreamed I held you in my arms
But when I awoke, dear, I was mistaken
So I bowed my head and I cried

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

I'll always love you and make you happy
If you will only say the same
But if you leave me and love another
You'll regret it all some day:

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

You told me once, dear, you really loved me
And no one else could come between
But now you've left me and love another;
You have shattered all of my dreams:

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away

In all my dreams, dear, you seem to leave me
When I awake my poor heart pains
So when you come back and make me happy
I'll forgive you dear, I'll take all the blame

You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know dear, how much I love you
Please don't take my sunshine away"
13,Body Like a Back Road,Sam Hunt,country,"[Verse 1]
Got a girl from the south side, got braids in her hair
First time I seen her walk by, man I 'bout fell off my chair
Had to get her number, it took me like six weeks
Now me and her go way back like Cadillac seats

[Chorus]
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can

[Verse 2]
The way she fit in them blue jeans, she don't need no belt
But I can turn them inside out, I don't need no help
Got hips like honey, so thick and so sweet
It ain't no curves like hers on them downtown streets

[Chorus]
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can

[Bridge]
We're out here in the boondocks
With the breeze and the birds
Tangled up in the tall grass
With my lips on hers
On the highway to heaven
Headed south of her smile
Get there when we get there
Every inch is a mile

[Chorus]
Body like a back road, drivin' with my eyes closed
I know every curve like the back of my hand
Doin' 15 in a 30, I ain't in no hurry
I'ma take it slow just as fast as I can

[Outro]
I'ma take it slow
As fast as I can
Body like a back road
Drivin' with my eyes closed
I know every curve like the back of my hand"
14,Lovesick Blues,Hank Williams,country,"[Chorus]
I got a feeling called the blues oh lord
Since my baby said goodbye
Lord I don't know what I'll do
All I do is sit and sigh, ""Oh Lord""
The last long day she said goodbye
Well Lord I thought I would cry
She'll do me, she'll do you, she's got that kind of loving
Lord I love to hear her when she calls me sweet daddy
Such a beautiful dream
I hate to think it's all over; I've lost my heart it seems
I've grown so used to you somehow
But I'm nobody's sugar daddy now
And I'm lonesome, I got the lovesick blues

[Verse]
Well I'm in love, I'm in love with a beautiful gal
That's what's the matter with me
Well I'm in love, I'm in love with a beautiful gal
But she don't care about me
Lord I tried and tried to keep her satisfied
But she just wouldn't stay
And now that she is leaving this is all I can say

[Chorus]
I got a feeling called the blues oh lord
Since my baby said goodbye
Lord I don't know what I'll do
All I do is sit and sigh, ""Oh Lord""
The last long day she said goodbye
Well Lord I thought I would cry
She'll do me, she'll do you, she's got that kind of loving
Lord I love to hear her when she calls me sweet daddy
Such a beautiful dream
I hate to think it's all over; I lost my heart it seems
I've grown so used to you somehow
But I'm nobody's sugar daddy now
And I'm lonesome, I got the lovesick blues"
15,In Hell I'll Be in Good Company,The Dead South,country,"Dead Love couldn't go no further
Proud of and disgusted by her
Push shove, a little bruised and battered
Oh Lord I ain't coming home with you

My life's a bit more colder
Dead wife is what I told her
Brass knife sinks into my shoulder
Oh babe don't know what I'm gonna do

I see my red head, messed bed, tear shed, queen bee
My squeeze
The stage it smells, tells, hell's bells, miss-spells
Knocks me on my knees
It didn't hurt, flirt, blood squirt, stuffed shirt
Hang me on a tree
After I count down, three rounds, in hell I'll be in good company

Dead Love couldn't go no further
Proud of and disgusted by her
Push shove, a little bruised and battered
Oh Lord I ain't coming home with you

My life's a bit more colder
Dead wife is what I told her
Brass knife sinks into my shoulder
Oh babe don't know what I'm gonna do

I see my red head, messed bed, tear shed, queen bee
My squeeze
The stage it smells, tells, hell's bells, misspells
Knocks me on my knees
It didn't hurt, flirt, blood squirt, stuffed shirt
Hang me on a tree
After I count down, three rounds, in hell I'll be in good company

In hell I'll be in Good Company"
16,Take Your Time,Sam Hunt,country,"[Verse 1]
I don't know if you were looking at me or not
You probably smile like that all the time
And I don't mean to bother you but
I couldn't just walk by
And not say hi
And I know your name
Cause everybody in here knows your name
And you're not looking for anything right now
So I don't wanna come on strong
Don't get me wrong
Your eyes are so intimidating
My heart is pounding but
It's just a conversation
No girl I'm not wasted
You don't know me
I don't know you but I want to

[Chorus]
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just want to take your time
I don't wanna wreck your Friday
I ain't gonna waste my lines
I don't have to take your heart
I just wanna take your time

[Verse 2]
And I know it starts with hello
And the next thing you know you're try to be nice
And some guys getting too close
Trying to pick you up
Trying to get you drunk
And I'm sure one of your friends is about to come over here
Cause she's supposed to save you from random guys
That talk too much and wanna stay too long
It's the same old song and dance but I think you know it well
You could've rolled your eyes
Told me to go to hell
Could've walked away
But you're still here
And I'm still here
Come on let's see where it goes

[Chorus 2]
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't have to meet your mother
We don't have to cross that line
I don't wanna steal your covers
I just wanna take your time

[Bridge]
I don't wanna go home with you
I just wanna be alone with you

[Chorus 3]
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't wanna blow your phone up
I just wanna blow your mind
I don't have to take your heart
I just wanna take your time
No, I ain't gotta call you baby
And I ain't gotta call you mine
I don't have to take your heart
I just wanna take your time"
17,Love Story,Taylor Swift,country,"[Verse 1]
We were both young when I first saw you
I close my eyes, and the flashback starts
I'm standing there
On a balcony in summer air
See the lights, see the party, the ball gowns
See you make your way through the crowd
And say hello
Little did I know

[Pre-Chorus 1]
That you were Romeo, you were throwing pebbles
And my daddy said, ""stay away from Juliet""
And I was crying on the staircase
Begging you, ""please don't go,"" and I said

[Chorus 1]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story baby just say ""yes""

[Verse 2]
So I sneak out to the garden to see you
We keep quiet, 'cause we're dead if they knew
So close your eyes
Escape this town for a little while

[Pre-Chorus 2]
'Cause you were Romeo, I was a scarlet letter
And my daddy said, ""Stay away from Juliet""
But you were everything to me
I was begging you please don't go and I said

[Chorus 2]
Romeo, take me somewhere we can be alone
I'll be waiting, all there's left to do is run
You'll be the prince and I'll be the princess
It's a love story baby just say ""yes""
Romeo, save me, they're trying to tell me how to feel
This love is difficult, but it's real
Don't be afraid, we'll make it out of this mess
It's a love story baby just say ""yes""
Oh, oh

[Bridge]
I got tired of waiting
Wondering if you were ever coming around
My faith in you was fading
When I met you on the outskirts of town, and I said

Romeo save me I've been feeling so alone
I keep waiting for you but you never come
Is this in my head? I don't know what to think
He knelt to the ground and pulled out a ring

[Chorus 3]
And said: ""Marry me Juliet
You'll never have to be alone
I love you and that's all I really know
I talked to your dad, go pick out a white dress
It's a love story baby just say 'yes'""

[Outro]
Oh, oh
Oh, oh
Because we were both young when I first saw you"
18,Drinkin' Problem,Midland,country,"[Verse 1]
One more night, one more down
One more, one more round
First one in, last one out
Giving this town lots to talk about
They don't know what they don't know

[Chorus]
People say I got a drinkin' problem
That ain't no reason to stop
People saying that I've hit rock bottom
Just cause I'm living on the rocks
It's a broken hearted thinkin' problem
So pull another bottle off the wall
People say I got a drinkin' problem
But I got no problem drinkin' at all

[Post-Chorus]
They keep on talking
Drawing conclusions
They call it a problem, I call it a solution

[Verse 2]
Last call gets later and later
I come in here so I don't have to hate her
Same old folks, same old songs
The same old same old blue neon
The same old buzz, just because

[Chorus]
People say I've got a drinkin' problem
That ain't no reason to stop
People saying that I've hit rock bottom
Just cause I'm living on the rocks
It's a broken hearted thinkin' problem
So pull another bottle off the wall
People say I got a drinkin' problem
But I got no problem drinkin' at all

[Post-Chorus 2]
They keep on talking
Drawing conclusions
They call it a problem, I call it a solution
Just sitting here in all my grand illusions
They call it a problem, I call it a solution

[Bridge]
Just a solution

[Chorus]
It's a broken hearted thinkin' problem
So pull another bottle off the wall
People say I got a drinkin' problem
But I got no problem drinkin' at all

[Post-Chorus 2]
They keep on talking
Drawing conclusions
They call it a problem, I call it a solution
Sitting here in all my grand illusions
They call it a problem, I call it a solution"
19,Cruise - Remix,Florida Georgia Line,country,"[Intro: Brian Kelley & Tyler Hubbard]
Baby you're a song
You make me wanna roll my windows down and cruise
Let's go!

[Bridge: Brian Kelley & Tyler Hubbard]
I got my windows down and the radio up
Get your radio up
What up Nelly, alright
I got my windows down and the radio up
Get your radio up

[Verse 1: Brian Kelley & Tyler Hubbard]
Yeah, when I first saw that bikini top on her
She’s poppin' right out of the South Georgia water
Thought, ""Oh, good lord, she had them long tanned legs""
Couldn't help myself so I walked up and said

[Chorus: Brian Kelley & Tyler Hubbard]
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell of a lot better with you up in it
Come on
So baby you a song
You make me wanna roll my windows down and cruise

[Bridge: Brian Kelley & Tyler Hubbard]
I got my windows down and the radio up
Get your radio up

[Verse 2: Brian Kelley & Tyler Hubbard]
Yeah, she was sippin' on Southern and singin' Marshall Tucker
We were fallin' in love in the sweet heart of summer
She hopped right up into the cab of my truck and said
""Fire it up, let’s go get this thing stuck""

[Chrous: Brian Kelley & Tyler Hubbard]
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell of a lot better with you up in it
So baby you a song
You make me wanna roll my windows down and cruise


[Verse 3: Nelly]
My windows down my seats back
My music up and we ride
Her legs up on my dashboard
And it's just the way I like
Hey country girl, this country boy
Like e'rything about you
Don't change a thing, no way
You stay the same and I got you
I likes all that, all that
Head to toe you all that
Tell ole boy he can call back
Send her a text say, ""fall back"" cause
I can see you got a thing for the fast life
So come on, shawty, let me show you what the fast like
Whipping 'cross the border, Florida into Georgia
Cause baby you a song
You make me wanna roll my windows down and cruise
Down a back road blowing stop signs through the middle
Every hood, every town with you
And this drop-top Chevy painted real slick
It would look a hell of a lot better with you up in it
Cause baby you a song
You make me wanna roll my, roll my, roll my
R-r-r-r-roll

[Chorus: Brian Kelley & Tyler Hubbard]
Baby you're a song
You make me wanna roll my windows down and cruise
Down a back road blowin' stop signs through the middle
Every little farm town with you
In this brand new Chevy with a lift kit
Would look a hell of a lot better with you up in it
So baby you a song
You make me wanna roll my windows down and cruise


[Bridge: Brian Kelley & Tyler Hubbard]
I got my windows down and the radio up
Get your radio up
I got my windows down and the radio up
Get your radio up
I got my windows down and the radio up
Get your radio up"
20,American You,Yelawolf,country,"[Verse 1]
Man, you got it all worked out
Don't you? Old pair of shoes
Never wear your heart on your sleeve
Cause it don't go with the suit
You got a bad, bad woman with a young little pretty face
They told you not to go get married
But you went and did it anyway

[Chorus]
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Doo doo doo doo doo doo, fuck you too

[Verse 2]
Mama said steer clear of the devil
So you never played in the road
Always lookin' on the bright side
So you never see the potholes
You got a house on a hill
Big news, that's a big deal
Big party with your big time friends
Man, imagine how that feels

[Chorus]
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Doo doo doo doo doo doo, fuck you too

[Verse 3]
I believe in the modest dream, ain't lookin' for a pot of gold
A 6 pack and some good marijuana, I can watch my mama roll
I believe I could buy a few things like a house with a nice pool
Invite my nobody friends to the party and we’ll pee in it, fuck you

[Verse 4]
You got a blue-collar father who drinks Budweiser out the bottle
20 dollars, an old Impala, a baby's mama
You work hard, you don't beg, you don't borrow
Night at the factory, daytime job at McDonald's
Your daddy told you that girl was nothin' but a problem
But you fell in love 'cause to you she was like a supermodel
And they told you not to go get married
But you went and did it anyway
It ain't no problem
You make somethin' out of nothin', you make money for a livin'
Pushin' buttons, diggin' ditches, flippin' burgers in the kitchen
With the vision, you've been dreamin', you've been savin'
You've been given nothin' but shit
But you take it cause you're patient in this prison
Fuck everybody dissin', it ain't them who gotta live in this skin
With all these tattoos that you got that fuckin' offends them
If it's you that I'm speakin' to, you must be my extension
I take my drink up and sip it, take my hat off and tip it
Slumerican

[Chorus]
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Doo doo doo doo doo doo, fuck you too
Singin', oh sweet sounds of American you
Never miss a Sunday service, never got tattoos
Every time we drive by wavin', I see right through
Doo doo doo doo doo doo, fuck you too"
21,Either Way,Chris Stapleton,country,"[Verse 1]
We pass in the hall
On our way to separate rooms
The only time we ever talk
Is when the monthly bills are due

[Pre-Chorus 1]
We go to work, we go to church
We fake the perfect life
I'm past the point of give a damn
And all my tears are cried

[Chorus]
We can just go on like this
Say the word, we'll call it quits
Baby, you can go or you can stay
But I won't love you either way

[Verse 2]
It's been so long since I've felt
Anything inside these walls
You can't hate and you can't hurt
When you don't feel at all

[Pre-Chorus 2]
I used to cry and stay up nights
And wonder what went wrong
And it's been hard
But hearts can only do that for so long

[Chorus]
We can just go on like this
Say the word, we'll call it quits
Baby, you can go or you can stay
I won't love you either way

[Outro]
We can just go on like this
Say the word, we'll call it quits
Baby, you can go or you can stay
But I won't love you either way"
