,Song_Name,Genre,Lyrics
41,Raat Kamaal Hai 320Kbps MP3 Song,Pop,"320Kbps Song Download

Raat Kamaal Hai - Guru Randhawa 320Kbps Download, Raat Kamaal Hai - Guru Randhawa 320Kbps Songs Download, Raat Kamaal Hai - Guru Randhawa 320Kbps Mp3 Free Download, Raat Kamaal Hai - Guru Randhawa 320Kbps Full Album Mp3 Songs Download"
42,Horololo,Pop,no lyrics
43,Sin Pijama,Pop,no lyrics
44,All the Stars,Pop,"[Pre-Chorus: Kendrick Lamar]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
I know the feeling haunt you

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

[Verse 1: Kendrick Lamar]
Tell me what you gon' do to me
Confrontation ain't nothin' new to me
You can bring a bullet, bring a sword, bring a morgue
But you can't bring the truth to me
Fuck you and all your expectations
I don't even want your congratulations
I recognize your false confidence
And calculated promises all in your conversation
I hate people that feel entitled
Look at me crazy 'cause I ain't invite you
Oh, you important?
You the moral to the story? You endorsin'?
Mothafucka, I don't even like you
Corrupt a man's heart with a gift
That's how you find out who you dealin' with
A small percentage who I'm buildin' with
I want the credit if I'm losin' or I'm winnin'
On my momma, that's the realest shit

[Pre-Chorus: Kendrick Lamar]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
I know the feeling haunt you

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer

[Verse 2: SZA]
Skin covered in ego
Get to talkin', I get involved, like a rebound
No control, no off switch
And the way that you bringin' me down
It's a turn on, get it away from me
Know you mean wrong, keep away from me
And it's all wrong, get it away from me, yeah
I, I just cry for no reason
I just pray for no reason
I just thank for the life, for the day
For the hours and another life breathin'
I did it all 'cause it feel good
You'd leave it all if it feel bad
Better live your life, we were runnin' out of time

[Pre-Chorus: Kendrick Lamar & SZA]
Love, let's talk about love
Is it anything and everything you hoped for?
Or do the feeling haunt you?
I know the feeling haunt you

[Chorus: SZA]
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer
This may be the night that my dreams might let me know
All the stars are closer
All the stars are closer
All the stars are closer"
45,Waiting For Love,Pop,"[Produced by Martin Garrix & Avicii]

[Verse 1]
Where there's a will, there's a way, kinda beautiful
And every night has its day, so magical
And if there's love in this life, there's no obstacle
That can't be defeated
For every tyrant a tear for the vulnerable
In every lost soul the bones of a miracle
For every dreamer a dream we're unstoppable
With something to believe in

[Chorus]
Monday left me broken
Tuesday I was through with hopin'
Wednesday my empty arms were open
Thursday waiting for love, waiting for love
Thank the stars it's Friday
I'm burning like a fire gone wild on Saturday
Guess I won't be coming to church on Sunday
I'll be waiting for love
Waiting for love to come around

[Verse 2]
We are one of a kind, irreplaceable
How did I get so blind and so cynical?
If there's love in this life we're unstoppable
No, we can't be defeated

[Chorus]
Monday left me broken
Tuesday I was through with hopin'
Wednesday my empty arms were open
Thursday waiting for love, waiting for love
Thank the stars it's Friday
I'm burning like a fire gone wild on Saturday
Guess I won't be coming to church on Sunday
I'll be waiting for love
Waiting for love to come around
Co-co-come around"
46,Amorfoda,Pop,no lyrics
47,Let Go,Pop,"Kanji


さよならの
前に let go
でも心の迷路
の中で迷う

ステレオから Monoへ
分かれ道 はそう
これが散りゆく運命ならば
My last letter
綴る言葉、書いては消してる
君への想いはso many to let go
Unpuzzle my lego

元の形に戻れないlevel
So be it don’t cry
I’ma let you go and fly
忙しなくする日々
Keeping myself busy

紛らわすため埋め込んだschedule
でも忘れられないよ
脳裏に焼き付いてるlike tattoo
あの頃には戻れないね
出来ることならcall your name
No…but 受け止めるyour blame
本当にit is time to say goodbye

さよならの
前に let go
でも心の迷路
の中で迷う
ステレオから Monoへ
分かれ道 はそう
続くだろう
今君の手を
離せるように



I gotta let you know
That I need to let you go
Hard to say goodbye
でも逃げない
I’m ready to let go
I’m ready to let go
I’m ready to let go

今頃どこで何をしてる
遠く離れて誰を想う
君がいない生活はもう、
Unbelievable
それでも行くしかねーんだ
俺が愛し過ぎた人
絡み過ぎて絡みあった糸
解けなくなって別の道を歩む

そのためにI’ll say goodbye
始まりはいつの日も
雨の中隠した涙の先に
待ってるやり直そう
また未来で笑顔で
会えるように
今君の手を
離せるように

I gotta let you know
That I need to let you go
Hard to say goodbye
でも逃げない

I’m ready to let go
I’m ready to let go
I’m ready to let go



二人で見た空の色
二人がいた道の香り
忘れないでいて
今君の手を
離せるように

I gotta let you know
That I need to let you go
Hard to say goodbye
でも逃げない

I’m ready to let go
I’m ready to let go
I’m ready to let go
I’m ready to let go
I’m ready to let go"
48,Babe,Pop,"[Verse 1: Sugarland]
What a shame
Didn't wanna be the one that got away, yeah
Big mistake, broke the sweetest promise
That you never should have made
I'm here on the kitchen floor
You call, but I won't hear it
You said no one else, how could you do this, babe?

[Chorus: Sugarland & Taylor Swift]
You really blew this, babe
We ain't getting through this one, babe
This is the last time I'll ever call you, babe
This is the last time, this is the last time
This is the last time, I'll ever call you babe

[Verse 2: Sugarland]
What a waste
Taking down the pictures and the plans we made, yeah
And it's strange how your face doesn't look so innocent
Your secret has its consequence and that's on you, babe
I break down every time you call
We're a wreck, you're the wrecking ball
We said no one else, how could you do this, babe?

[Chorus: Sugarland & Taylor Swift]
You really blew this, babe
We ain't getting through this one, babe
This is the last time I'll ever call you, babe
This is the last time, this is the last time
This is the last time

[Bridge: Sugarland]
Since you admitted it, I keep picturing
Her lips on your neck, I can't unsee it
I hate that because of you, I can't love you
Babe
What a shame, didn't want to be the one that got away
How could you do this, babe?

[Chorus: Sugarland & Taylor Swift]
You really blew this, babe
We ain't getting through this one, babe
How could you do this, babe
This is the last time, this is the last time
This is the last time, I'll ever call you babe

[Outro: Sugarland & Taylor Swift]
How could you do this, babe?
I'm here on the kitchen floor, you call but I won't hear it
You said I'm no one else, we ain't getting through this one, babe
I break down every time you call, this is the last time
We're a wreck, you're the wrecking ball
This is the last time, this is the last time
You said I'm no one else, this is the last time
I'll never call you, babe"
49,Havana,Pop,"[Intro: Pharrell Williams]
Hey

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh huh)
Havana, ooh na-na (uh)

[Verse 1: Camila Cabello & Pharrell Williams]
He didn't walk up with that ""how you doin'?"" (uh)
When he came in the room
He said there's a lot of girls I can do with (uh)
But I can't without you
I knew him forever in a minute (hey)
That summer night in June
And papa says he got malo in him (uh)
He got me feelin' like...

[Pre-Chorus: Camila Cabello & Pharrell Williams]
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)
I knew it when I met him (ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh na-na-na-na-na (woo)

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na (uh huh)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh na-na

[Verse 2: Young Thug]
Jeffery, just graduated, fresh on campus, mmm
Fresh out East Atlanta with no manners, damn (fresh out East Atlanta)
Bump on her bumper like a traffic jam
Hey, I was quick to pay that girl like Uncle Sam (here you go, ayy)
Back it on me
Shawty cravin' on me, get to eatin' on me (on me)
She waited on me (then what?)
Shawty cakin' on me, got the bacon on me (wait up)
This is history in the makin', on me (on me)
Point blank, close range, that B
If it cost a million, that's me (that's me)
I was gettin' mula, baby

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (oh, ayy, ayy)
He took me back (uh huh) to East Atlanta, na-na-na (oh, no)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh na-na

[Bridge: Starrah & Camila Cabello]
Ooh na-na, oh, na-na-na (ooh, ooh-ooh-ooh-ooh-ooh-ooh)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, babe)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, yeah)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, babe)
Take me back, back, back
Hey, hey...
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Take me back to my Havana...

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (hey)
Half of my heart is in Havana, ooh na-na (oh, yeah)
He took me back to East Atlanta, (ayy, ayy) na-na-na
Oh, but my heart is in Havana
My heart is in Havana (ayy)
Havana, ooh na-na

[Outro: Starrah, Camila Cabello & Pharrell Williams]
Uh huh
Oh, na-na-na (oh, na, yeah)
Oh, na-na-na
Oh, na-na-na (no, no, no, take me back)
Oh, na-na-na
Havana, ooh na-na"
50,Color Blind,Pop,"[Chorus]
I've been so color blind
And I've been so color blind (haha, yeah)

[Verse 1]
Ayy, trips to the mall, I just stripped in the fall
I think I might really be the one after all, yeah
The one to rule them all, I'm the chosen one, the savior
But all these triple six, yeah
Make it look like I was up to no good
At least that's what my momma said, yeah
Now I'm the one givin' momma bread
Done with the pain, I'm just so heartless

[Chorus]
I've been so color blind
And I've been so color blind

[Break]
(I said)
(I said)

[Verse 2]
Love don't cost a thing, yeah
So all my girls need diamond ring, yeah, yo, yo
Text that I sent that you never ever read
Got me feelin' like you never ever ever really cared, yeah
But that's okay though
I hope you feel okay though
They used to call me Diego
My favorite drink is Faygo
I've been so so so-

[Break]
(I said)
(I said)
I've been so color blind
I've been so color blind

[Chorus]
I've been so color blind
And I've been so color blind"
51,Di Matamu,Pop,"[Intro - Video Version]
Setiap apa yang kita impikan
Tak semua menjadi kenyataan
Hiduplah dalam kebenaran
Kenyataan akan lebih jujur dari penantian

[Verse 1]
Apakah kau cuba untuk menafikan
Keikhlasan hatiku padamu
Betapa ku mencuba
Mendapatkan secebis kasih mu

[Verse 2]
Apakah kau tak mampu untuk menentukan
Di antara kaca dan permata
Betapa telahan mu
Memaksa ku mengundurkan diri

[Chorus]
Dan tak seharusnya aku
Bertemu dirimu di dunia ini
Dan kau membuang diriku sesuka hati mu
Dan memilih dia
Dan ku tersandar begini
Meratapi hati yang telah dilukai
Aku sedar betapa hinanya
Ku di matamu

[Bridge]
Namun jika ku diperlukan, dan diterima
Izinkan ku menagih kasihmu
Namun jika ku ditolak, tak diperlukan
Buang segala tentang ku

[Chorus]
Dan tak seharusnya aku
Bertemu dirimu di dunia ini
Dan kau membuang diriku sesuka hatimu
Dan memilih dia
Dan ku tersandar begini
Meratapi hati yang telah dilukai
Aku sedar betapa hinanya
Ku di matamu"
52,Wake Me Up,Pop,"[Official Music Video]
[Aloe Blacc Music Video]

[Verse 1]
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

[Beat Break]

[Verse 2]
I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

[Outro]
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost

[Beat Break]"
53,Perfect Duet,Pop,"[Verse 1: Ed Sheeran]
I found a love for me
Oh darling, just dive right in and follow my lead
Well, I found a girl, beautiful and sweet
Oh, I never knew you were the someone waitin' for me
'Cause we were just kids when we fell in love
Not knowin' what it was
I will not give you up this time
But darling, just kiss me slow, your heart is all I own
And in your eyes, you're holding mine

[Chorus 1: Ed Sheeran]
Baby, I'm dancing in the dark with you between my arms
Barefoot on the grass, listening to our favourite song
When you said you looked a mess, I whispered underneath my breath
But you heard it, darling, you look perfect tonight

[Verse 2: Beyoncé]
Well, I found a man stronger than anyone I know
He shares my dreams, I hope that someday we'll share a home
I found a love to carry more than just my secrets
To carry love, to carry children of our own
We are still kids, but we're so in love
Fightin' against all odds
I know we'll be alright this time
Darling, just hold my hand
Be your girl, you'll be my man
And I see my future in your eyes

[Chorus 2: Beyoncé, Ed Sheeran & Both]
Well, baby, I'm dancing in the dark with you between my arms
Barefoot on the grass while listening to our favorite song
When I saw you in that dress looking so beautiful
I don't deserve this, darling, you look perfect tonight

[Instrumental]

[Chorus 3: Beyoncé, Ed Sheeran & Both]
Baby, I'm dancing in the dark with you between my arms
Barefoot on the grass, while listenin' to our favorite song
I have faith in what I see
Now I know I have met an angel in person
And she looks perfect, and he looks perfect
No, I don't deserve this
You look perfect tonight"
54,IDGAF,Pop,"[Verse 1]
You call me all friendly
Tellin' me how much you miss me
That's funny, I guess you've heard my songs
Well, I'm too busy for your business
Go find a girl who wants to listen
'Cause if you think I was born yesterday, you have got me wrong

[Pre-Chorus]
So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been movin' on since we said goodbye
I cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why

[Chorus]
You say you're sorry, but it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck

[Verse 2]
I remember that weekend
When my best friend caught you creepin'
You blamed it all on the alcohol
So I made my decision
'Cause you made your bed, sleep in it
Play the victim and switch your position
I'm through, I'm done

[Pre-Chorus]
So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been movin' on since we said goodbye
I cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why

[Chorus]
You say you're sorry, but it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck

[Post-Chorus]
I see you tryna' get to me
I see you beggin' on your knees
Boy, I don't give a fuck
So stop tryna' get to me
Tch, get up off your knees
'Cause, boy, I don't give a fuck about you

[Bridge]
No, I don't give a damn
You keep reminiscin' on when you were my man
But I'm over you
Now you're all in the past
You talk all that sweet talk, but I ain't comin' back
Cut you off
I don't need your love
So you can try all you want
Your time is up, I'll tell you why
(I'll tell you why)

[Chorus]
You say you're sorry, but it's too late now
So save it, get gone, shut up
(Too late now)
'Cause if you think I care about you now
Well, boy, I don't give a fuck
(Boy, I don't give a fuck)

[Post-Chorus]
I see you tryna' get to me
I see you beggin' on your knees
Boy, I don't give a fuck
So stop tryna' get to me (get to me)
Tch, get up off your knees
'Cause, boy, I don't give a fuck"
55,You Are the Reason,Pop,"[Verse 1]
There goes my heart beating
'Cause you are the reason
I'm losing my sleep
Please come back now
And there goes my mind racing
And you are the reason
That I'm still breathing
I'm hopeless now

[Chorus]
I'd climb every mountain
And swim every ocean
Just to be with you
And fix what I've broken
Oh, 'cause I need you to see
That you are the reason

[Verse 2]
There goes my hands shaking
And you are the reason
My heart keeps bleeding
I need you now
If I could turn back the clock
I'd make sure the light defeated the dark
I'd spend every hour of every day
Keeping you safe

[Chorus]
I'd climb every mountain
And swim every ocean
Just to be with you
And fix what I've broken
Oh, 'cause I need you to see
That you are the reason

[Bridge]
I don't want to fight no more
I don't want to hide no more
I don't want to cry no more come back, I need you to hold me
(You are the reason)
A little closer now, just a little closer now
Come a little closer, I need you to hold me tonight

[Final Chorus]
I'd climb every mountain
And swim every ocean
Just to be with you
And fix what I've broken
'Cause I need you to see
That you are the reason"
56,Chandelier,Pop,"[Produced by Greg Kurstin and Jesse Shatkin]
[Written by Sia and Jesse Shatkin]
[Video performed by Maddie Ziegler and choreographed by Ryan Heffington]

[Verse 1]
Party girls don't get hurt
Can't feel anything, when will I learn
I push it down, push it down
I'm the one ""for a good time call""
Phone's blowin' up, ringin' my doorbell
I feel the love, feel the love

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Verse 2]
Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame

[Pre-Chorus]
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
1 2 3, 1 2 3, drink
Throw 'em back till I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
Help me, I'm holding on for dear life
Won't look down, won't open my eyes
Keep my glass full until morning light
'Cause I'm just holding on for tonight
On for tonight

[Outro]
On for tonight
Yeah I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight
Yeah I'm just holding on for tonight
I'm just holding on for tonight
Oh, I'm just holding on for tonight
On for tonight, on for tonight"
57,Bella Ciao,Pop,"Una mattina mi son svegliato
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
Una mattina mi son svegliato
E ho trovato l'invasor

O partigiano, portami via
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
O partigiano, portami via
Ché mi sento di morir

E se io muoio da partigiano
(E se io muoio sulla montagna)
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
E se io muoio da partigiano
(E se io muoio sulla montagna)
Tu mi devi seppellir

E seppellire lassù in montagna
(E tu mi devi seppellire)
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
E seppellire lassù in montagna
(E tu mi devi seppellire)
Sotto l'ombra di un bel fior

Tutte le genti che passeranno
(E tutti quelli che passeranno)
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
Tutte le genti che passeranno
(E tutti quelli che passeranno)
Mi diranno «Che bel fior!»
(E poi diranno «Che bel fior!»)

«È questo il fiore del partigiano»

(E questo è il fiore del partigiano)
O bella, ciao! bella, ciao! bella, ciao, ciao, ciao!
«È questo il fiore del partigiano

(E questo è il fiore del partigiano)
Morto per la libertà!»

English translation

One morning I awakened
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
One morning I awakened
And I found the invader

Oh partisan carry me away
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
Oh partisan carry me away
Because I feel death approaching

And if I die as a partisan
(And if I die on the mountain)
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
And if I die as a partisan
(And if I die on the mountain)
Then you must bury me

Bury me up in the mountain
(And you have to bury me)
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
Bury me up in the mountain
(And you have to bury me)
Under the shade of a beautiful flower

And the people who shall pass
(And all those who shall pass)
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
And the people who shall pass
(And all those who shall pass)
Will tell me: ""what a beautiful flower""
(And they will say: ""what a beautiful flower"")

This is the flower of the partisan

(And this is the flower of the partisan)
Oh Goodbye beautiful, Goodbye beautiful, Goodbye beautiful! Bye! Bye!
This is the flower of the partisan

(And this is the flower of the partisan)
Who died for freedom"
58,New Rules,Pop,"[Intro]
One, one, one, one, one...

[Verse 1]
Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times)

[Interlude]
My love, he makes me feel like nobody else, nobody else
But my love, he doesn't love me, so I tell myself, I tell myself

[Pre-Chorus]
One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in
You'll have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't gettin' over him

[Chorus]
I got new rules, I count 'em
I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself

[Verse 2]
I keep pushin' forwards, but he keeps pullin' me backwards
(Nowhere to turn, no way)
(Nowhere to turn, no)
Now I'm standin' back from it, I finally see the pattern
(I never learn, I never learn)

[Interlude]
But my love, he doesn't love me, so I tell myself, I tell myself
I do, I do, I do

[Pre-Chorus]
One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in
You'll have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't gettin' over him

[Chorus]
I got new rules, I count 'em
I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself

[Bridge]
Practice makes perfect
I'm still tryna learn it by heart (I got new rules, I count 'em)
Eat, sleep, and breathe it
Rehearse and repeat it, 'cause I... (I got new...)

[Pre-Chorus]
One: Don't pick up the phone (yeah)
You know he's only callin' 'cause he's drunk and alone (alone)
Two: Don't let him in (uh-ooh)
You'll have to kick him out again (again)
Three: Don't be his friend
You know you're gonna wake up in his bed in the morning
And if you're under him, you ain't gettin' over him

[Chorus]
I got new rules, I count 'em
I got new rules, I count 'em
(Whoa-ooh, whoa-ooh, whoa)
I gotta tell them to myself
I got new rules, I count 'em
(Baby, you know I count 'em)
I gotta tell them to myself

[Outro]
Don't let him in, don't let him in
Don't, don't, don't, don't...
Don't be his friend, don't be his friend
Don't, don't, don't, don't...
Don't let him in, don't let him in
Don't, don't, don't, don't...
Don't be his friend, don't be his friend
Don't, don't, don't, don't...
You're gettin' over him"
59,Échame La Culpa,Pop,no lyrics
60,City of Stars,Pop,"[Sebastian's Verse: Ryan Gosling & Emma Stone]
City of stars
Are you shining just for me?
City of stars
There's so much that I can't see
Who knows?
I felt it from the first embrace I shared with you
That now our dreams
They've finally come true

[Mia's Verse: Emma Stone & Ryan Gosling]
City of stars
Just one thing everybody wants
There in the bars
And through the smokescreen of the crowded restaurants
It's love
Yes, all we're looking for is love from someone else
A rush
A glance
A touch
A dance

[Duet: Ryan Gosling & Emma Stone]
A look in somebody's eyes
To light up the skies
To open the world and send it reeling
A voice that says, I'll be here
And you'll be alright

I don't care if I know
Just where I will go
'Cause all that I need is this crazy feeling
A rat-tat-tat on my heart

[Outro: Ryan Gosling & Emma Stone]
Think I want it to stay
City of stars
Are you shining just for me?
City of stars
You never shined so brightly"
61,Kathang Isip,Pop,"[Verse 1]
Diba nga ito ang iyong gusto?
O, ito'y lilisan na ako
Mga alaala'y ibabaon
Kalakip ang tamis ng kahapon

[Verse 2]
Mga gabing di namamalayang
Oras ay lumilipad
Mga sandaling lumalayag kung
San man tayo mapadpad
Bawat kilig na nadarama
Sa tuwing hawak ang 'yong kamay
Ito'y maling akala
Isang malaking sablay

[Chorus]
Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

[Verse 3]
Gaano kabilis nag simula
Gano'n katulin nawala
Maaari ba tayong bumalik sa umpisa
Upang di na umasa ang pusong nagiisa

[Chorus]
Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

[Bridge]
Sumabay sa agos na isinulat ng tadhana
Minsan siya'y para sa iyo
Pero minsan siya'y paasa
Tatakbo papalayo
Kakalimutan ang lahat

Pero kahit saan man lumingon
Nasusulyapan ang kahapon
At sa aking bawat paghinga
Ikaw ang nasa isip ko sinta

[Chorus]
Kaya't pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Mula sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

Diba nga ito ang iyong gusto?
O, ito'y lilisan na ako"
62,Fly Me To The Moon,Pop,"Fly me to the moon
Let me play among the stars
Let me see what spring is like
On a, Jupiter and Mars
In other words, hold my hand
In other words, baby, kiss me

Fill my heart with song
And let me sing for ever more
You are all I long for
All I worship and adore
In other words, please be true
In other words, I love you

Fill my heart with song
Let me sing for ever more
You are all I long for
All I worship and adore
In other words, please be true
In other words, in other words
I love you"
63,Hard 2 Face Reality,Pop,"[Chorus: Poo Bear]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality

[Verse 1: Poo Bear]
Should've been adjusted to my life
Had the opportunity to stay away for the last time
Now you're standin' right in front of me
It hurts me to know that I lied
Tryna protect your feelings
You read in between the lines
Hope you're steady healing

[Chorus: Poo Bear]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality

[Verse 2: Justin Bieber]
Don't be afraid to stand alone
Don't be afraid to stand outside your comfort zone
I know it's hard away from home
And it ain't easy all alone
Relationships over the phone
Talkin' to your significant other all night long

[Chorus: Justin Bieber]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality...
Sometimes it's hard to face reality

[Verse 3: Jay Electronica]
Love and death are quite similar
How they come and go like cat burglars
Reality is kinda hard to face
Like actual facts is for flat-earthers
Rain's a requirement for flowers to grow
And pain's a requirement for power to grow
It's a miracle how one can change
From one what was just hours ago
Such is life though, it's just a cycle
The bigger picture and the smaller picture
Are exactly the same, it's macro, micro
Crack your atom and let your light glow
One day, you could be the king of pop
And the next one just be ""Wacko"" Michael
It's human nature, just like he told us
Let's face reality, crack the cycle

[Verse 4: Poo Bear]
Know it hurts to see the truth in your face
Circumstances bring you down to your knees
Go on and cry an ocean, but don't drown in it
Enough to put your heart at ease
Oh, don't lose your self esteem
I apologize, for being a man
It's way harder than what it seems

[Chorus: Justin Bieber & Poo Bear]
Sometimes it's hard to face reality, oh, oh (reality)
Even though you might get mad at me, oh, oh (you might get mad at me, but I'll be at your bedside)
Sometimes it's hard to face reality
Sometimes it's hard to face reality"
