,Song_Name,Artist,Genre,Lyrics
38,River,Eminem,Pop,"[Chorus: Ed Sheeran]
I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water, feel it washing over me
Well, little one, I don't want to admit to something
If all it's gonna cause is pain
Truth and my lies right now are falling like the rain
So let the river run

[Verse 1: Eminem]
He's comin' home with his neck scratched, to catch flack
Sweat jackets and dress slacks, mismatched
On his breath's Jack, he's a sex addict
And she just wants to exact revenge and get back
It's a chess match, she's on his back like a jet-pack
She's kept track of all his Internet chats
And guess who just happens to be movin' on to the next
Actually, just shit on my last chick and she has what my ex lacks
'Cause she loves danger, psychopath
And you don't fuck with no man's girl, even I know that
But she's devised some plan to stab him in the back
Knife in hand, says their relationship's hangin' by a strand
So she's been on the web lately
Says maybe she'll be my Gwen Stacy, to spite her man
And I know she's using me to try to play him, I don't care
Hi Suzanne, but I shoulda said ""Bye Suzanne""
After the first night, but tonight I am

[Chorus: Ed Sheeran]
I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water, feel it washing over me
Well, little one, I don't want to admit to something
If all it's gonna cause is pain
The truth and my lies now are falling like the rain
So let the river run

[Verse 2: Eminem]
A one-night stand turned a two-night stand
It was ""come sunlight, scram,"" now we hug tight, and...
He found out, now she feels deserted and used
'Cause he left, so what? He did it first to her too
Now how am I supposed to tell this girl that we're through?
It's hard to find the words, I'm aloof, nervous, and Sue
Don't want this to hurt, but what you deserve is the truth
Don't take it personal, I just can't say this in person to you
So I revert to the studio, like hole-in-the-wall diners
Don't have to be reserved in a booth
I just feel like the person who I'm turning into's
Irreversible, I preyed on you like it's church at the pew
And now that I got you I don't want you
Took advantage in my thirst to pursue
Why do I do this dirt that I do?
Get on my soapbox and preach, my sermon and speech
Detergent and bleach is burnin' the wound
'Cause now with her in the womb
We can't bring her in this world, shoulda knew
To use protection 'fore I bit into your forbidden fruit
Fuck!

[Chorus: Ed Sheeran]
I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water, feel it washing over me
Well, little one, I don't want to admit to something
If all it's gonna cause is pain
The truth and my lies now are falling like the rain
So let the river run

[Bridge: Eminem & Ed Sheeran]
My name's (ooh), my name's (ooh)
River (ooh), river run
Call me (ooh), call me (ooh)
River (ooh), we'll let the river run

[Verse 3: Eminem]
Always the bridesmaid, never ""The bride, hey!""
Fuck can I say? If life was a highway
And deceit was an enclave, I'd be swerving in five lanes
Speeds at a high rate, like I'm slidin' on ice, maybe
That's why I may have came at you sideways
I can't keep my lies straight
But I made you terminate my baby
This love triangle left us in a wreck, tangled
What else can I say? It was fun for a while
Bet I really woulda loved your smile
Didn't really wanna abort, but fuck it
What's one more lie, to tell our unborn child?

[Chorus: Ed Sheeran & Eminem]
I've been a liar, been a thief
Been a lover, been a cheat
All my sins need holy water, feel it washing over me
Well, little one (I'm sorry)
I don't want to admit to something (I fucked up)
If all it's gonna cause is pain
The truth and my lies now are falling like the rain
So let the river run"
39,A Million Dreams,Ziv Zaifman,Pop,"[YOUNG P.T.]
I close my eyes and I can see
The world that's waiting up for me
That I call my own
Through the dark, through the door
Through where no one's been before
But it feels like home

They can say, they can say it all sounds crazy
They can say, they can say I've lost my mind
I don't care, I don't care, so call me crazy
We can live in a world that we design

'Cause every night I lie in bed
The brightest colors fill my head
A million dreams are keeping me awake
I think of what the world could be
A vision of the one I see
A million dreams is all it's gonna take
A million dreams for the world we're gonna make

There's a house we can build
Every room inside is filled
With things from far away
The special things I compile
Each one there to make you smile
On a rainy day

They can say, they can say it all sounds crazy
They can say, they can say we've lost our minds
I don't care, I don't care if they call us crazy
Runaway to a world that we design

[P.T. BARNUM]
Every night I lie  in bed
The brightest colors fill my head
A million dreams are keeping me awake
I think of what the world could be
A vision of the one I see
A million dreams is all it's gonna take
A million dreams for the world we're gonna make

[CHARITY BARNUM, with P.T. BARNUM]
However big, however small
Let me be part of it all
Share your dreams with me
You may be right, you may be wrong
But say that you'll bring me along
To the world you see
To the world I close my eyes to see
I close my eyes to see

Every night I lie in bed
The brightest colors fill my head
A million dreams are keeping me awake
A million dreams, a million dreams
I think of what the world could be
A vision of the one I see
A million dreams is all it's gonna take
A million dreams for the world we're gonna make

For the world we're gonna make"
40,Blood On the Leaves,Kanye West,Pop,"[Produced by TNGHT, Kanye West, Mike Dean, Arca, Carlos ""6 July"" Broady, and 88 Keys]

[Intro: Nina Simone]
Strange fruit hangin' from the poplar trees
Blood on the leaves

[Verse 1]
I just need to clear my mind now
It's been racin' since the summertime
Now I'm holdin' down the summer now
And all I want is what I can't buy now
Cause I ain't got the money on me right now
And I told you to wait
Yeah I told you to wait
So I'mma need a little more time now
Cause I ain't got the money on me right now
And I thought you could wait
Yeah, I thought you could wait
These bitches surroundin' me
All want something out me
Then they talk about me
Would be lost without me
We could've been somebody
Thought you'd be different 'bout it
Now I know you not it
So let's get on with it

[Verse 2]
We could've been somebody
'stead you had to tell somebody
Let's take it back to the first party
When you tried your first molly
And came out of your body
And came out of your body
Running naked down the lobby
And you was screamin' that you love me
Before the limelight tore ya
Before the limelight stole ya
Remember we were so young
When I would hold you
Before the blood on the leaves
I know there ain't wrong with me
Something strange is happenin'

[Verse 3]
You could've been somebody
We could've ugh, we could've been somebody
Or was it on the first party
When we tried our first molly
And came out of our body
And came out of our body
Before they call lawyers
Before you tried to destroy us
How you gon' lie to the lawyer?
It's like I don't even know ya
I gotta bring it back to the 'nolia

[Bridge]
Fuck them other niggas 'cause I'm down with my niggas
Fuck them other niggas 'cause I'm down with my niggas
Fuck them other niggas 'cause I'm down with my niggas
I ride with my niggas, I'd die for my...

[Verse 4]
To all my second string bitches, try and get a baby
Trying to get a baby, now you talkin' crazy
I don't give a damn if you used to talk to JAY-Z
He ain't with you, he with Beyoncé, you need to stop actin' lazy
She Instagram herself like #BadBitchAlert
He Instagram his watch like #MadRichAlert
He only wanna see that ass in reverse
Two-thousand-dollar bag with no cash in your purse
Now you sittin' courtside, wifey on the other side
Gotta keep 'em separated, I call that apartheid
Then she said she impregnated, that's the night your heart died
Then you gotta go and tell your girl and report that
Main reason cause your pastor said you can't abort that
Now your driver say that new Benz you can't afford that
All that cocaine on the table you can't snort that
That goin' to that owin' money that the court got
All in on that alimony, uh, yeah-yeah, she got you homie, yeah
'til death but do your part, unholy matrimony

[Outro]
That summer night holdin' long and long, 'din long
Now waiting for the summer rose and (breathe)
And breathe and breathe
And breathe and breathe
And breathe and breathe
And live and learn
And live and learn
And livin' and livin' like I’m lonely
Lonely, lonely
And livin' all I have
And livin' all
And live
And live"
41,Passionfruit,Drake,Pop,"[Intro: Moodymann]
Hold on, hold on, fuck that. Fuck that shit. Hold on, I got to start this mothafuckin' record over again, wait a minute. Fuck that shit. Still on this mothafuckin' record. I'ma play this mothafucka for y'all. Ayy, y'all get some more drinks goin' on, I'll sound a whole lot better.

[Verse 1]
Listen
Seein' you got ritualistic
Cleansin' my soul of addiction for now
'Cause I'm fallin' apart, yeah
Tension
Between us just like picket fences
You got issues that I won't mention for now
'Cause we're fallin' apart

[Chorus]
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no

[Verse 2]
Listen
Harder buildin' trust from a distance
I think we should rule out commitment for now
'Cause we're fallin' apart
Leavin'
You're just doing that to get even
Don't pick up the pieces, just leave it for now
They keep fallin' apart

[Chorus]
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no
Passionate from miles away
Passive with the things you say
Passin' up on my old ways
I can't blame you, no, no

[Outro: Zoë Kravitz]
Um, trying to think of the right thing to say"
42,SAD!,XXXTENTACION,Pop,"[Intro]
(Yeah)

[Chorus]
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah

[Verse]
I gave her everything
She took my heart and left me lonely
I think broken heart's contagious
I won't fix, I'd rather weep
I'm lost then I'm found
But it's torture bein' in love
I love when you're around
But I fuckin' hate when you leave

[Chorus]
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah
Who am I? Someone that's afraid to let go, uh
You decide if you're ever gonna let me know (yeah)
Suicide if you ever try to let go, uh
I'm sad, I know, yeah, I'm sad, I know, yeah"
43,Slide,Calvin Harris,Pop,"[Intro: Frank Ocean]
I might
Empty my bank account
And buy that boy with a pipe
Buy that boy with a pipe
I might, I might
Empty my bank account
And buy that boy with a pipe
Buy that boy with a pipe
I might

[Chorus: Frank Ocean]
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the slide
Whatever comes, comes through clear
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the side
And whatever comes, comes through clear

[Verse 1: Frank Ocean]
All this jewelry ain't no use when it's this dark
It's my favorite part, we see the lights, they got so far
It went too fast, we couldn't reach it with our arms
Wrist on a wrist, a link of charms, yeah
Laying, we're still a link apart
It's like we could die here all young
Like we could dye hair all blonde
If we could see in twenty twin
Twice we could see it 'til the end

[Verse 2: Quavo]
Put that spotlight on her face (spotlight)
Put that spotlight on her face (ah, yeah)
We gon' pipe up and turn up (pipe up)
We gon' light up and burn up (burn up)
Mama too hot like a (like what?)
Mama too hot like a furnace (furnace)
I got a hundred G's in my Goyard (G's)
My diamonds gon' shine when the lights dark (shine)
You and I take a ride down the boulevard (yeah)
And your friends really wanna break us apart
Good lord

[Verse 3: Offset]
(Offset!) Good gracious
Starin' at my diamonds while I'm hoppin' out a spaceship
Need your information, take vacation to Malaysia (Info)
You my baby, the paparazzi flashin' crazy
She swallowed the bottle while I sit back and smoke gelato
Walk in my mansion, twenty thousand painting, Picasso
Bitches be dippin', dabbin' with niggas like a nacho
Took off her panties, diamonds dancin' like Rick Ricardo
She havin' it, went to college, workin' on her bachelor
I know you got a past, I got a past, that's in the back of us
Average, I'ma make a million on the average
I'm ridin' with no brain, bitch, I'm out of it

[Chorus: Frank Ocean]
Do you slide on all your nights like this?
Do you try on all your nights like this? (I might)
Put some spotlight on the slide
Whatever comes, comes through clear
Do you slide on all your nights like this?
Do you try on all your nights like this?
Put some spotlight on the side
And whatever comes, comes through clear (I might)

[Outro: Frank Ocean]
I might empty my bank account (ooh)
And buy that boy with a pipe (ooh, yeah)
Buy that boy with a pipe
I might, I might (slide)
Empty my bank account (ooh, slide)
And buy that boy with a pipe (slide, yeah)
(Do you slide on all your nights like this?)
Buy that boy with a pipe
I might"
44,It Ain't Me,Kygo & Selena Gomez,Pop,"[Verse 1: Selena Gomez]
I had a dream
We were sipping whiskey neat
Highest floor, The Bowery
Nowhere's high enough
Somewhere along the lines
We stopped seeing eye to eye
You were staying out all night
And I had enough

[Pre-Chorus: Selena Gomez]
No, I don't wanna know
Where you been or where you're goin'
But I know I won't be home
And you'll be on your own

[Chorus: Selena Gomez]
Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

[Drop: Selena Gomez & Kygo]
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me

[Verse 2: Selena Gomez]
I had a dream
We were back to seventeen
Summer nights and The Libertines
Never growing up
I'll take with me
The polaroids and the memories
But you know I'm gonna leave
Behind the worst of us

[Chorus: Selena Gomez]
Who's gonna walk you
Through the dark side of the morning?
Who's gonna rock you
When the sun won't let you sleep?
Who's waking up to drive you home
When you're drunk and all alone?
Who's gonna walk you
Through the dark side of the morning?

[Drop: Selena Gomez & Kygo]
It ain't me, no no
It ain't me, no no
It ain't me, no no
It ain't me, no no
Who's gonna walk you through the dark side of the morning?
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat...
It ain't me
The Bowery, whiskey neat..."
45,Heathens,​twenty one pilots,Pop,"[Chorus]
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

[Verse 1]
Welcome to the room of people
Who have rooms of people that they loved one day
Locked away
Just because we check the guns at the door
Doesn't mean our brains will change from hand grenades
You're loving on the psychopath sitting next to you
You're loving on the murderer sitting next to you
You'll think, “How'd I get here, sitting next to you?""
But after all I've said, please don't forget

[Chorus]
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

[Verse 2]
We don't deal with outsiders very well
They say newcomers have a certain smell
You have trust issues, not to mention
They say they can smell your intentions
You're loving on the freakshow sitting next to you
You'll have some weird people sitting next to you
You'll think “How did I get here, sitting next to you?""
But after all I've said, please don't forget
(Watch it, watch it)

[Chorus]
All my friends are heathens, take it slow
Wait for them to ask you who you know
Please don't make any sudden moves
You don't know the half of the abuse

[Bridge]
All my friends are heathens, take it slow
(Watch it)
Wait for them to ask you who you know
(Watch it)
Please all my friends are heathens, take it slow
(Watch it)
Wait for them to ask you who you know

[Outro]
Why'd you come? You knew you should have stayed
(It's blasphemy)
I tried to warn you just to stay away
(Away)
And now they're outside ready to bust
(To bust)
It looks like you might be one of us"
46,Rewrite the Stars,Zac Efron,Pop,"[Verse 1: Phillip Carlyle]
You know I want you
It's not a secret I try to hide
I know you want me
So don't keep saying our hands are tied
You claim it's not in the cards
And fate is pulling you miles away
And out of reach from me
But you're here in my heart
So who can stop me if I decide
That you're my destiny?

[Chorus 1: Phillip Carlyle]
What if we rewrite the stars?
Say you were made to be mine
Nothing could keep us apart
You'd be the one I was meant to find
It's up to you, and it's up to me
No one can say what we get to be
So why don't we rewrite the stars?
Maybe the world could be ours
Tonight

[Verse 2: Anne Wheeler]
You think it's easy
You think I don't want to run to you
But there are mountains
And there are doors that we can't walk through
I know you're wondering why
Because we're able to be
Just you and me
Within these walls
But when we go outside
You're gonna wake up and see that it was hopeless after all

[Chorus 2: Anne Wheeler]
No one can rewrite the stars
How can you say you'll be mine?
Everything keeps us apart
And I'm not the one you were meant to find
It's not up to you, it's not up to me
When everyone tells us what we can be
How can we rewrite the stars?
Say that the world can be ours
Tonight

[Post Chorus: Both, Anne Wheeler, Phillip Carlyle]
All I want is to fly with you
All I want is to fall with you
So just give me all of you
It feels impossible
It's not impossible
Is it impossible?
Say that it's possible

[Chorus 3: Phillip Carlyle and Anne Wheeler]
How do we rewrite the stars?
Say you were made to be mine?
Nothing can keep us apart
Cause you are the one I was meant to find
It's up to you, and it's up to me
No one can say what we get to be
And why don't we rewrite the stars?
Changing the world to be ours

[Outro: Anne Wheeler]
You know I want you
It's not a secret I try to hide
But I can't have you
We're bound to break and
My hands are tied"
47,Reminder,The Weeknd,Pop,"[Verse 1]
Record man play my song on the radio
You too busy tryna find that blue-eyed soul
I let my black hair grow and my weed smoke
And I swear too much on the regular
We gone let them hits fly, we gone let it go
If it ain't XO then it gotta go
I just won a new award for a kids show
Talking 'bout a face numbing off a bag of blow
I'm like, goddamn, bitch, I am not a Teen Choice
Goddamn, bitch, I am not a bleach boy
Whip game, make a nigga understand though
Got that Hannibal, Silence of the Lambo
Hit the gas so hard make it rotate
All my niggas blew up like a propane
All these R&B niggas be so lame
Got a sweet Asian chick, she go Lo Mein

[Chorus]
You know me, you know man, you know me
Every time you try to forget who I am
I'll be right there to remind you again
You know me (pow! pow!), you know me

[Verse 2]
Said I'm just tryna swim in something wetter than the ocean
Faded off a double cup, I'm mixing up the potion
All I wanna do is make that money and make dope shit
It just seem like niggas tryna sound like all my old shit
Everybody knows it, all these niggas know me
Platinum off a mixtape, sipping on that codeine
Pour it in my trophies, roll until my nose bleed
I'ma keep on singing while I'm burning up that OG
All my niggas get it they make money all alone
Rock a chain around they neck, making sure I'm getting home
When I travel 'round the globe, make a couple mil' a show
And I come back to my city, I fuck every girl I know
Used to walk around with a slouch, had a mattress on the floor
Now my shit straight
Eating all day, tryna lose weight
That good sex, we'll sweat it out
Hotel bed springs, we'll wear it out
I ain't gotta tell you 'cause

[Chorus]
You know me, you know me
You know man, you know me
Every time you try to forget who I am
I'll be right there to remind you again
You know me (pow! pow!), you know me

[Bridge]
Why don't you shake some, shake somethin'
For the Don? Don't you break nothin', break nothin'
Baby girl, won't you work some, work somethin'
For the Don? Don't you hurt nothin', hurt nothin'
Big girl, won't you shake some, shake somethin'
For the Don? Don't you break nothin', break nothin'
Baby girl, won't you work some, work somethin'
For the Don? don't you hurt nothin', hurt nothin'

[Outro]
'Cause you know me, they know me
You ain't know me, yet you know me"
48,Side to Side,Ariana Grande,Pop,"[Intro: Ariana Grande & Nicki Minaj]
I've been here all night (Ariana)
I've been here all day,  (Nicki Minaj)
And boy, got me walkin' side to side (let them hoes know)

[Verse 1: Ariana Grande]
I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('bout nothin')

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)

[Verse 2: Ariana Grande]
Been tryna hide it
Baby, what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (you got me)
And boy I got ya
Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)
I've been here all night (been here all night, baby)
I've been here all day (been here all day, baby)
And boy, got me walkin' side to side (side to side)

[Refrain: Nicki Minaj]
This the new style with the fresh type of flow
Wrist icicle, ride dick, bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle

[Verse 3: Nicki Minaj]
All these bitches' flows is my mini-me
Body smoking, so they call me Young Nicki Chimney
Rappers in they feelings 'cause they feelin' me
Uh, I-I give zero fucks and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop and I make my gum pop
I'm the queen of rap, young Ariana run pop

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give him up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night (been here all night, baby)
I've been here all day (been here all night, baby)
And boy, got me walkin' side to side (side to side)
I've been here all night (been here all night, baby)
I've been here all day (been here all day, baby)
Boy, got me walkin' side to side (side to side)

[Refrain: Nicki Minaj]
This the new style with the fresh type of flow
Wrist icicle, ride dick, bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle"
49,That's What I Like,Bruno Mars,Pop,"[Verse 1]
Hey, hey, hey
I got a condo in Manhattan
Baby girl, what's  hatnin'?
You and your ass invited
So gon' and get to clappin'
So pop it for a player
Pop, pop it for me
Turn around and drop it for a player
Drop, drop it for me
I'll rent a beach house in Miami
Wake up with no jammies (Nope)
Lobster tail for dinner
Julio serve that scampi (Julio!)
You got it if you want it
Got, got it if you want it
Said you got it if you want it
Take my wallet if you want it now

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like

[Verse 2]
I'm talkin' trips to Puerto Rico
Say the word and we go
You can be my freaka
Girl, I'll be a fleeko, mamacita
I will never make a promise that I can't keep
I promise that your smile ain't gon' never leave
Shopping sprees in Paris
Everything 24 karats
Take a look in that mirror
Now tell me who's the fairest
Is it you? (is it you?) Is it me? (is it me?)
Say it's us (say it's us) and I'll agree, baby

[Pre-Chorus]
Jump in the Cadillac, girl, let's put some miles on it
Anything you want, just to put a smile on it
You deserve it baby, you deserve it all
And I'm gonna give it to you

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like

[Bridge]
If you say you want a good time
Well here I am baby, here I am baby
Talk to me, talk to me, talk to me
Tell me what's on your mind (what's on your mind)
If you want it, girl come and get it
All this is here for you
Tell me baby, tell me, tell me baby
What you tryna do

[Chorus]
Gold jewelry shining so bright
Strawberry champagne on ice
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like
Sex by the fire at night
Silk sheets and diamonds all white
Lucky for you, that's what I like, that's what I like
Lucky for you, that's what I like, that's what I like"
50,Papaoutai,Stromae,Pop,no lyrics
51,"Me, Myself & I",G-Eazy,Pop,"[Hook: Bebe Rexha & (G-Eazy)]
Oh, it's just me, myself and I
Solo ride until I die
‘Cause I got me for life (Yeah)
Oh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

[Verse 1: G-Eazy]
And as far as I can see, I just need privacy
Plus a whole lot of tree, fuck all this modesty
I just need space to do me
Give the world what they're tryna see
A Stella Maxwell right beside of me
A Ferrari, I'm buyin' three
A closet of Saint Laurent, get what I want when I want
‘Cause this hunger is drivin' me, yeah
I just need to be alone, I just need to be at home
Understand what I'm speakin' on
If time is money I need a loan
But regardless I'll always keep keepin' on
Fuck fake friends!
We don't take L's, we just make M's
While y'all follow, we just make trends
I'm right back to work when that break ends

[Hook: Bebe Rexha & (G-Eazy)]
Oh, it's just me, myself and I
Solo ride until I die
‘Cause I got me for life
(Got me for life, yeah)
Oh I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

[Post-Hook: Bebe Rexha & (G-Eazy)]
I don't need anything to get me through the night
Except the beat that's in my heart
Yeah, it's keepin' me alive (Keeps me alive)
I don't need anything to make me satisfied (You know)
‘Cause the music does me good
And it gets me every time (Yeah)

[Verse 2: G-Eazy]
Yeah, and I don't like talkin' to strangers
So get the fuck off me, I'm anxious
I'm tryna be cool, but I may just go ape shit
Say ""Fuck y'all!"" to all of y'all faces
It changes though now that I'm famous
Everyone knows how this lifestyle is dangerous
But I love it, the rush is amazin'
Celebrate nightly and everyone rages
I found how to cope with my angers
I'm swimmin' in money
Swimmin' in liquor, my liver is muddy
But it's all good, I'm still sippin' this bubbly
This shit is lovely, this shit ain't random, I didn't get lucky
Made it right here ‘cause I'm sick with it, cuddy
They all take the money for granted
But don't want to work for it—tell me now, isn't it funny?

[Hook: Bebe Rexha & (G-Eazy)]
Oh, it's just me, myself and I
Solo ride until I die
‘Cause I got me for life
Oh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

[Post-Hook: Bebe Rexha & (G-Eazy)]
I don't need anything to get me through the night
Except the beat that's in my heart
Yeah, it's keepin' me alive
I don't need anything to make me satisfied
‘Cause the music fills me good
And it gets me every time

[Bridge: Bebe Rexha & (G-Eazy)]
Like, ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba (Yeah)
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
‘Cause the music fills me good
And it gets me every time

[Verse 3: G-Eazy]
Yeah, lonely nights I laid awake
Pray to Lord my soul to take
My heart's become too cold to break
Know I'm great, but I'm broke as hell
Havin' dreams that I'm foldin' cake
All my life I've been told to wait
But I'ma get it now, yeah, it's no debate
Yeah

[Hook: Bebe Rexha & (G-Eazy)]
Oh, it's just me, myself and I
Solo ride until I die
‘Cause I got me for life
(Got me for life, yeah)
Oh, I don't need a hand to hold
Even when the night is cold
I got that fire in my soul

[Post-Hook: Bebe Rexha & (G-Eazy)]
I don't need anything to get me through the night
Except the beat that's in my heart
And it's keepin' me alive (Keeps me alive)
I don't need anything to make me satisfied (You know)
‘Cause the music fills me good
And it gets me every time

[Bridge: Bebe Rexha]
Like, ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
Ba-ba-ba-ba-da-ba
Ba-ba-ba-da-ba
‘Cause the music fills me good
And it gets me every time

[Produced By Michael Keenan]
[Music Video]"
52,FRIENDS,Marshmello & Anne-Marie,Pop,"[Intro: Anne-Marie]
Ooooh-oh, ooooh-woh
Ooooh-oh, ooooh-woh

[Verse 1: Anne-Marie]
You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I known you since we were like ten, yeah

[Refrain: Anne-Marie]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
When you say you love me, that make me crazy
Here we go again

[Pre-Chorus: Anne-Marie]
Don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus: Anne-Marie]
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Verse 2: Anne-Marie]
Have you got no shame? You looking insane
Turning up at my door
It's two in the morning, the rain is pouring
Haven't we been here before?

[Refrain: Anne-Marie]
Don't mess it up, talking that shit
Only gonna push me away, that's it!
Have you got no shame? You looking insane
Here we go again

[Pre-Chorus: Anne-Marie]
So don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus: Anne-Marie]
Haven't I made it obvious? (Haven't I made it?)
Haven't I made it clear? (Haven't I made it clear?)
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear? (Haven't I?)
Want me to spell it out for you? (to spell it out for you?)
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Bridge: Anne-Marie]
F-R-I-E-N-D-S
That's how you f****** spell ""friends""
F-R-I-E-N-D-S
Get that shit inside your head
No, no, yeah, uh, ahh
F-R-I-E-N-D-S
We're just friends

[Pre-Chorus: Anne-Marie]
So don't go look at me with that look in your eye
You really ain't going nowhere without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times

[Chorus: Anne-Marie]
Haven't I made it obvious? (Have I not made it obvious?)
Haven't I made it clear? (Yeah, I made it very clear)
Want me to spell it out for you? (Yo)
F-R-I-E-N-D-S (I said F-R-I-E-N-D-S)
Haven't I made it obvious? (I made it very obvious)
Haven't I made it clear? (I made it very clear)
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S

[Outro: Anne-Marie]
Mmm, ooh, ooh, ooh
Ah, ah-oh, ah-oh"
