,Song_Name,Artist,Genre,Lyrics
70,Too Good at Goodbyes,Sam Smith,Pop,"[Verse 1]
You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)
No way that you'll see me cry
(No way that you'll see me cry)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Verse 2]
I know you're thinkin' I'm heartless
I know you're thinkin' I'm cold
I'm just protectin' my innocence
I'm just protectin' my soul

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)
No way that you'll see me cry
(No way that you'll see me cry)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Bridge]
No
No, no, no, no, no
(I'm way too good at goodbyes)
No, no, no, no
No, no, no
(I'm way too good at goodbyes)
(No way that you'll see me cry)
Ahhh
(I'm way too good at goodbyes)

[Outro]
'Cause every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true
I'm way too good at goodbyes"
71,Hair Too Long,The Vamps,Pop,"[Verse 1]
I'm just sick of staying up losing sleep, who gives a fuck?
Don't you? Don't you?
Lie in bed sometimes at night and miss looking into my eyes
Don't you? 'Cause I do

[Pre-Chorus]
I don't wanna be this cold
Shivering to my bones
Someone reset my soul, oh, oh
And I don't wanna be locked out
I don't wanna feel this doubt
I just wanna scream and shout

[Chorus]
I’ll go out, grow my hair too long
Sing your least favourite song
At the top of my lungs (oh, oh, oh)
I'll go out, kiss all of your friends
Make a story and pretend
It was me who made this end
(Oh, oh, oh)

[Verse 2]
Let me take a second to sympathise 'cause you're right
I'm away too much, I think too much, I drink too much
But it's only a matter of time before we catch up
And I get to say
I wouldn't have it any other way
'Cause it's made me think and drink my way
Back to mistakes I never should have made
One more chance and I'll right the wrongs from yesterday

[Pre-Chorus]
And I don't wanna be locked out
I don't wanna feel this doubt
I just wanna scream and shout

[Chorus]
I’ll go out, grow my hair too long
Sing your least favourite song
At the top of my lungs (oh, oh, oh)
I'll go out, kiss all of your friends
Make a story and pretend
It was me who made this end (oh, oh, oh)
It might seem cruel
You know that the love still hurts
All I do, never, ever seems to work
I’ll go out, grow my hair too long
Sing your least favourite song
At the top of my lungs
(Oh, oh, oh)

[Bridge]
I been stumbling round
Asking if you're in town
I been drinking too much
I don't give a ...

[Chorus]
I’ll go out, grow my hair too long
Sing your least favourite song
At the top of my lungs

[Chorus]
I'll go out, kiss all of your friends
Make a story and pretend
It was me who made this end (oh, oh, oh)
It might seem cruel
You know that the love still hurts
All I do, never, ever seems to work
I’ll go out, grow my hair too long
Sing your least favourite song
At the top of my lungs
(Oh, oh, oh)

[Outro]
I been stumbling round (round, round)
Asking if you're in town (town, town)
I been drinking too much (oh, I know I am)
I don't give a (fuck)
I been stumbling round (round, round)
Asking if you're in town (town, town)
I been drinking too much
I don't give a
(Hey!)"
72,Believer,Imagine Dragons,Pop,"[Verse 1]
First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second things second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

[Pre-Chorus]
I was broken from a young age
Taking my sulking to the masses
Writing my poems for the few
That look to me, took to me, shook to me, feeling me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

[Chorus]
Pain!
You made me a, you made me a believer, believer
Pain!
You break me down and build me up, believer, believer
Pain!
Oh let the bullets fly, oh let them rain
My life, my love, my drive, it came from...
Pain!
You made me a, you made me a believer, believer

[Verse 2]
Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

[Pre-Chorus 2]
I was choking in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbing and flowing
Inhibited, limited
Till it broke open and rained down
And rained down, like...

[Chorus]
Pain!
You made me a, you made me a believer, believer
Pain!
You break me down and build me up, believer, believer
Pain!
Oh let the bullets fly, oh let them rain
My life, my love, my drive, it came from...
Pain!
You made me a, you made me a believer, believer

[Bridge]
Last things last
By the grace of the fire and the flame
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbing and flowing
Inhibited, limited
Till it broke open and rained down
And rained down, like...

[Chorus]
Pain!
You made me a, you made me a believer, believer
Pain!
You break me down and build me up, believer, believer
Pain!
Oh let the bullets fly, oh let them rain
My life, my love, my drive, it came from...
Pain!
You made me a, you made me a believer, believer"
73,Raat Kamaal Hai,Guru Randhawa,Pop,"Raat Kamaal Hai - Guru Randhawa Mp3 Song

Raat kamaal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Tere mere pyaar di kahani fit hogayi
Jaise bollywood me koi movie hit hogayi (x2)

Main tere love mein
Tu mere love mein
Raja mera tu main teri raani ho gayi

Hathan vich hath akhan vich akh
Bajni beat naal hil de lakk ne (x2)

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamaal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)

Teri chadh di umar
Mainu lagda aa darr
Ho na jave mistake baby
Ka ton bekhabar (x2)

Gora gora mukhda chaand ka tukda
Utte kaala chashma lagda killer

Aa hai jeene ki tamanna
Hai peene ka iraada
Tu kar le mujhse waada o soniye

Na karenge aadha aadha
Na kam na zyada
Tu kar le mujhse waada o soniye

Raat kamal hai tu mere naal hai
Lakk tera hile jive aya bhuchaal hai (x2)"
74,Globglogabgalab,Tony Halstead,Pop,"[Intro]
I'm the Globglogabgalab
I love books
And this basement is a true treasure trove

[Verse]
I am the Glob-glo-gab-galab
The shwabble-dabble-wabble-gabble flibba blabba blab
I'm full of shwibbly glib-a-kind
I am the yeast of thoughts and minds

[Chorus]
Shwabble dabble glibble glabble schribble shwap glab
Dibble dabble shribble shrabble glibbi-glap shwap
Shwabble dabble glibble glabble shwibble shwap-dap
Dibble dabble shribble shrabble glibbi-shwap glab

[Bridge]
Oooh, ha ha ha, mmm, splendid
Simply delicious
Ooooohm, ha haa ha ha

[Verse]
I am the Glob-glo-gab-galab
The shwabble-dabble-wabble-gabble flibba blabba blab
I'm full of shwibbly glib-a-kind
I am the yeast of thoughts and minds

[Chorus]
Shwabble dabble glibble glabble schribble shwap glab
Dibble dabble shribble shrabble glibbi-glap shwap
Shwabble dabble glibble glabble shwibble shwap-dap
Dibble dabble shribble shrabble glibbi-shwap glab

[Outro]
Ahhh"
75,The Nights,Avicii,Pop,"[Verse 1]
Once upon a younger year
When all our shadows disappeared
The animals inside came out to play
Hey, went face to face with all our fears
Learned our lessons through the tears
Make memories we knew would never fade

[Pre-Chorus]
One day my father he told me
Son, don't let it slip away
He took me in his arms, I heard him say
When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

[Chorus]
He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

[Verse 2]
When thunder clouds start pouring down
Light a fire they can't put out
Carve your name into those shining stars
He said go venture far beyond these shores
Don't forsake this life of yours
I'll guide you home no matter where you are

[Pre-Chorus]
One day my father he told me
Son, don't let it slip away
When I was just a kid, I heard him say
When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

[Chorus]
He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

[Outro]
These are the night that never die
My father told me
Hey, hey"
76,Hard 2 Face Reality,Poo Bear,Pop,"[Chorus: Poo Bear]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality

[Verse 1: Poo Bear]
Should've been adjusted to my life
Had the opportunity to stay away for the last time
Now you're standin' right in front of me
It hurts me to know that I lied
Tryna protect your feelings
You read in between the lines
Hope you're steady healing

[Chorus: Poo Bear]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality

[Verse 2: Justin Bieber]
Don't be afraid to stand alone
Don't be afraid to stand outside your comfort zone
I know it's hard away from home
And it ain't easy all alone
Relationships over the phone
Talkin' to your significant other all night long

[Chorus: Justin Bieber]
Sometimes it's hard to face reality, oh, oh
Even though you might get mad at me, oh, oh
Sometimes it's hard to face reality...
Sometimes it's hard to face reality

[Verse 3: Jay Electronica]
Love and death are quite similar
How they come and go like cat burglars
Reality is kinda hard to face
Like actual facts is for flat-earthers
Rain's a requirement for flowers to grow
And pain's a requirement for power to grow
It's a miracle how one can change
From one what was just hours ago
Such is life though, it's just a cycle
The bigger picture and the smaller picture
Are exactly the same, it's macro, micro
Crack your atom and let your light glow
One day, you could be the king of pop
And the next one just be ""Wacko"" Michael
It's human nature, just like he told us
Let's face reality, crack the cycle

[Verse 4: Poo Bear]
Know it hurts to see the truth in your face
Circumstances bring you down to your knees
Go on and cry an ocean, but don't drown in it
Enough to put your heart at ease
Oh, don't lose your self esteem
I apologize, for being a man
It's way harder than what it seems

[Chorus: Justin Bieber & Poo Bear]
Sometimes it's hard to face reality, oh, oh (reality)
Even though you might get mad at me, oh, oh (you might get mad at me, but I'll be at your bedside)
Sometimes it's hard to face reality
Sometimes it's hard to face reality"
77,Kathang Isip,Ben and Ben,Pop,"[Verse 1]
Diba nga ito ang iyong gusto?
O, ito'y lilisan na ako
Mga alaala'y ibabaon
Kalakip ang tamis ng kahapon

[Verse 2]
Mga gabing di namamalayang
Oras ay lumilipad
Mga sandaling lumalayag kung
San man tayo mapadpad
Bawat kilig na nadarama
Sa tuwing hawak ang 'yong kamay
Ito'y maling akala
Isang malaking sablay

[Chorus]
Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

[Verse 3]
Gaano kabilis nag simula
Gano'n katulin nawala
Maaari ba tayong bumalik sa umpisa
Upang di na umasa ang pusong nagiisa

[Chorus]
Pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang pagmamahal sa iyo
Ako'y gigising na
Sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

[Bridge]
Sumabay sa agos na isinulat ng tadhana
Minsan siya'y para sa iyo
Pero minsan siya'y paasa
Tatakbo papalayo
Kakalimutan ang lahat

Pero kahit saan man lumingon
Nasusulyapan ang kahapon
At sa aking bawat paghinga
Ikaw ang nasa isip ko sinta

[Chorus]
Kaya't pasensya ka na
Sa mga kathang isip kong ito
Wari'y dala lang ng pagmamahal sa iyo
Ako'y gigising na
Mula sa panaginip kong ito
At sa wakas ay kusang lalayo sa iyo (lalayo sa)

Diba nga ito ang iyong gusto?
O, ito'y lilisan na ako"
78,Becky G & Natti Natasha - Sin Pijama (English Translation),Genius Translations,Pop,"[Intro: Becky G, Natti Natasha]
[You are] alone, all alone in the bedroom
Search, search for my warmth, uoh-oh, no-no
You want a remedy for your pain
Nobody can feel you better than me, uoh-oh, no-no

[Pre-Chorus: Natti Natasha, Becky G]
So that your arousal won't go away
You know that I won't leave you stuck there
Calm down, I'm on my way, my love
Calm down, I want to be with you

[Chorus: Natti Natasha, Becky G]
If you call me
We'll go to your house
We'll stay in bed
Without pajamas, without pajamas

If you call me
We'll go to your house
We'll stay in bed
Without pajamas, without pajamas (yo, yo, yo)

[Vers 1: Becky G]
I'm going to tell my secrets to your pillow
Until then let's make a video call
Send me photos, little pics
Showing everything, everything at all
When I get there, we will mess up the bed

[Bridge: Becky G]
Baby, today we're not going to sleep (no)
Baby, today we're not going to sleep (uh-uh-uh)
I did not bring pajamas
Because I did not feel like it
Baby, today we're not going to sleep

Baby, today we're not going to sleep (no)
Baby, today we're not going to sleep (uh-uh-uh)
I did not bring pajamas
Because I did not feel like it
Baby, today we're not going to sleep

[Chorus: Natti Natasha, Becky G]
If you call me
We'll go to your house
We'll stay in bed
Without pajamas, without pajamas

If you call me
We'll go to your house
We'll stay in bed
Without pajamas, without pajamas

[Vers 2: Natti Natasha]
Since this is not a theater, stop with the drama
Light the flame in me
The way I came to the world - that's my best pajama
Today there is a curfew
I'll be yours until morning
We get romantic
Without an autopilot
Let's ditch the rules, we're tripping on cannabis
I have always been a lady (a girl)
But I'm a bitch in bed

[Bridge: Natti Natasha, Becky G]
So come on on on on on on
Add some meat to what I've got cooking
Smash it all against my bonbon, bon-bon-bon
Let's lose control, that way both of us win

So come on on on on on on
Add some fire to what I've got cooking
Smash it all against my bonbon, bon-bon-bon
I wait for your call, come score a goal on me!

[Chorus: Natti Natasha, Becky G]
If you call me
We'll go to your house
We'll stay in bed
Without pajamas, without pajamas

If you call me
We'll go to your house
We'll smoke weed
Without pajamas, without pajamas

[Outro: Becky G]
(Baby, today we're not going to sleep
Na-na-na)
Natti Nat, yeah-yeah
(I did not bring pajamas
Because I did not feel like it
Baby, today we're not going to sleep)
Becky G, baby"
79,Kekasih Bayangan,Cakra Khan,Pop,"[Verse 1]
Padamu pemilik hati yang tak pernah ku miliki
Yang hadir sebagai bagian dari kisah hidupku
Engkau aku cinta dengan segenap rasa di hati
Slalu ku mencoba menjadi seperti yang engkau minta

[Pre-Chorus]
Aku tahu engkau, sebenarnya tahu
Tapi kau memilih seolah engkau tak tahu
Kau sembunyikan rasa cintaku
Di balik topeng persahabatanmu yang palsu

[Chorus]
Kau jadikan aku kekasih bayangan
Untuk menemani saat kau merasa sepi
Bertahun lamanya kujalani kisah cinta sendiri

[Verse 2]
Mungkin memang benar
Cinta itu tak lagi berharga
Semua percuma bila engkau tak punya ikatan

[Pre-Chorus]
Aku tahu engkau sebenarnya tahu
Tapi kau memilih seolah engkau tak tahu
Kau sembunyikan rasa cintaku
Di balik topeng persahabatanmu yang palsu

[Chorus]
Kau jadikan aku kekasih bayangan
Untuk menemani saat kau merasa sepi
Bertahun lamanya kujalani kisah cinta sendiri

[Pre-Chorus]
Aku tahu engkau sebenarnya tahu
Tapi kau memilih seolah engkau tak tahu
Kau sembunyikan rasa cintaku
Di balik topeng persahabatanmu yang palsu

[Chorus]
Kau jadikan aku kekasih bayangan
Untuk menemani saat kau merasa sepi
Bertahun lamanya kujalani kisah cinta sendiri"
80,First Place (The Race - Remix),Larray,Pop,"[Intro]
Yo, Larray, ok, skrt, skrt, ooh, bang bang, let's go

[Chorus]
This ain't a race but I still take first place
Take your man just to shove it in your face (mwah)
My name not lightning but I still am a queen (kachow)
I go to Panda just to ask for chow mein

[Verse 1]
Call me gay but your dad texts me 'hey'
You don't like me but you like stalking my page (yikes)
Uno, dos, tres, cuatro, cinco
I don't speak Spanish but I know Despacito (puta)
B-b-b-bitch imma' kick you in the throat (hiya)
My ass so big it be looking like a boat (Titanic)
I got asthma so you know I don't smoke (bang bang)
Why am I ugly? JK bitch that was a joke
I'm cute, I'm hot, I'm everything you're not
I looked you up on Google just to find out you're a flop
I'm sexy take a pic, I'm better than your chick
Your boyfriend messaged me and asked if I was Timmy Thick
I walk around in Guccis
My favorite meal is sushi
If you wanna talk then I'll hit you with that uzi

[Hook: Big Shaq]
Pr-r-r-r-a
Pa pa ka ka ka
Skidiki-papa
And a pu-pu-pu

[Verse 2]
I feel pregnant after dinner
Like my name is Kylie Jenner
I'm a baddie, I'm a sinner
You so ugly, you so bitter
In a foreign, yea we do the most, we skrt skrt
All around the coast
Tell me pick a Dolan Twin, guess what bitch I'm choosing both

[Chorus]
This ain't a race but I still take first place (ya ya)
Take your man just to show it in your face (mwah)
My name not lightning but I still am a queen (kachow)
Go to Panda just to ask for chow mein (yeah yeah)"
81,Hola,Shelita,Pop,"I’m gonna hold you ‘til this song’s over
Hola la oh na na na na
Oh na na na na
I’m gonna touch you ‘til this song’s over
Hola la oh na na na na
Hola
Hola na na na

I give to you with anticipation
I’m in love there’s reciprocation
It is new to me and I know it is new to you
From of palm of my hands to my fingertips
Beginning of a beautiful relationship
It's good for me and I see it is good for you

I’m confident I chose you
We’re feeling on each other
Win or lose
I’m into you
We make the best lovers

I’m gonna hold you ‘til this song’s over
Hola la oh na na na na
Oh na na na na
I’m gonna touch you ‘til this song’s over
Hola la oh na na na na
Hola
Hola na na na

Say me name roll it off your tongue
Give it to me like you are the one
Say once it and I know you’ll say it again

I'm confident I chose you
We’re feeling on each other
Win or lose
I’m into you
We make the best lovers

I’m gonna hold you ‘til this song’s over
Hola la oh na na na na
Oh na na na na
I’m gonna touch you ‘til this song’s over
Hola la oh na na na na
Hola
Hola na na na"
82,The Other Side,Hugh Jackman,Pop,"[Verse 1: P.T. Barnum]
Right here, right now
I put the offer out
I don't want to chase you down
I know you see it
You run with me
And I can cut you free
Out of the drudgery and walls you keep in
So trade that typical for something colorful
And if it's crazy, live a little crazy
You can play it sensible, a king of conventional
Or you can risk it all and see

[Chorus: P.T. Barnum]
Don't you wanna get away from the same old part you gotta play
'Cause I got what you need
So come with me and take the ride
It'll take you to the other side
'Cause you can do like you do
Or you can do like me
Stay in the cage, or you'll finally take the key
Oh, damn! Suddenly you're free to fly
It'll take you to the other side

[Verse 2: Phillip Carlyle]
Okay, my friend, you want to cut me in
Well I hate to tell you, but it just won't happen
So thanks, but no
I think I'm good to go
'Cause I quite enjoy the life you say I'm trapped in
Now I admire you, and that whole show you do
You're onto something, really it's something
But I live among the swells, and we don't pick up peanut shells
I'll have to leave that up to you

[Chorus: Phillip Carlyle]
Don't you know that I'm okay with this uptown part I get to play
'Cause I got what I need and I don't want to take the ride
I don't need to see the other side
So go and do like you do
I'm good to do like me
Ain't in a cage, so I don't need to take the key
Oh, damn! Can't you see I'm doing fine
I don't need to see the other side

[Verse 3: P.T. Barnum]
Now is this really how you like to spend your days?
Whiskey and misery, and parties and plays

[Phillip Carlyle]
If I were mixed up with you, I'd be the talk of the town
Disgraced and disowned, another one of the clowns

[P.T. Barnum]
But you would finally live a little, finally laugh a little
Just let me give you the freedom to dream and it'll
Wake you up and cure your aching
Take your walls and start 'em breaking
Now that's a deal that seems worth taking
But I guess I'll leave that up to you

[Bridge: Phillip Carlyle]
Well it's intriguing, but to go would cost me greatly
So what percentage of the show would I be taking?

[P.T. Barnum]
Fair enough, you'd want a piece of all the action
I'd give you seven, we could shake and make it happen

[Phillip Carlyle]
I wasn't born this morning, eighteen would be just fine

[P.T. Barnum]
Why not just go ahead and ask for nickels on the dime

[Phillip Carlyle]
Fifteen

[P.T. Barnum]
I'd do eight

[Phillip Carlyle]
Twelve

[P.T. Barnum]
Maybe nine

[Phillip Carlyle]
Ten

[Chorus: Both]
Don't you wanna get away to a whole new part you're gonna play
'Cause I got what you need, so come with me and take the ride
To the other side
So if you do like I do
So if you do like me
Forget the cage, 'cause we know how to make the key
Oh, damn! Suddenly we're free to fly
We're going to the other side
So if you do like I do
(To the other side)
So if you do like me
(We're going to the other side)
'Cause if we do we're going to the other side
We're going to the other side"
83,Sunflower,Rex Orange County,Pop,"[Intro]
I want to know
Where I can go
When you're not around
And I'm feeling down
So won't you stay for a moment
So I can say
I, I need you so
Cause right now you know, that nothing here's new
And I'm obsessed with you
Then I fell to the ground
And you smiled at me and said

[Verse 1]
I don't wanna see you cry
You don't have to feel this emptiness
She said I love you till the day that I die
Well maybe she's right
Cause I don't wanna feel like I'm not me
And to be honest I don't even know why
I let myself get down in the first place

[Chorus]
Tryna keep my mind at bay
Sunflowers still grows at night
Waiting for a minute till the sun's seen through my eyes
Make it down down, do-do-down
Diggy dig down, du du du du
Waiting for a minute till the sun's seen through my eyes

[Verse 2]
You know you need to get yourself to sleep and dream
A dream of you and I
There's no need to keep an open eye
I promise I'm the one for you
Just let me hold you in these arms tonight
I’m lucky to be me and you can see it in my face
Back when I fucked my shit up too many times
Why would I let myself get down in the first place

[Chorus]
Tryna keep my mind at bay
Sunflowers still grows at night
Waiting for a minute till the sun's seen through my eyes
Make it down down, do-do-down
Diggy dig down, du du du
Waiting for a minute till the sun's seen through my eyes

[Bridge]
And so she sat me down and told me that I didn't have to cry
Said I didn't need to get down and feel empty inside
And told me that she love me for as long as she's alive
And well, maybe she's right, cause I hate it when I feel like I'm not me
See, I honestly, don't even know why
I, I honestly don't even know why

[Chorus]
Tryna keep my mind at bay
Sunflowers still grows at night
Waiting for a minute till the sun's seen through my eyes
Make it down down, do-do-down
Diggy dig down, du du du
Waiting for a minute till the sun's seen through my eyes"
84,Hon Dansar Vidare I Livet,HOV1,Pop,"[Vers 1: Noel Flike]
Nu står hon där med vitsippor i håret
Tänker på allt tomt
Allt kan bli förlåtet
Vissna, mörka perioder har genomsyrat året
Ser på gamla bilder
Brukade va sår
Men allting ja', allting ja', allting ja' va'
Försvann där o' då, yeah
Du likaså
Som man bäddar får man ligga, Ingen bädda när vi låg
Ligger lågt
Där i sängen var vi en, nu är vi ba' två
Från alfa till omega
Vi låg nog före hela
Stänger av varje gång någon spelar vår sång
Det här är överlevnad
Det är klart vi bytte skepnad
O' vi förlorade varann med nå'ra hundradelar
Inget jag vill ha tillbaks
Det är klart, Inget går i kras
Det är klart, det var du
Men förevigt var aldrig för oss, hjärtat
O' det vet vi nu

[Refräng: Ludwig Kronstrand]
Hon dansar vidare i livet
Jag sparkar backspeglar på vägen hem
Hon har allt för dyra kläder
Men hon var min

[Vers 2: Dante Lindhe]
Hon sa: kasta bort din blyertspenna, båda klär i bläck
Skriver du mitt namn så kan du få mig nu direkt
Alla vet att hon är vacker men finns mer, ett intellekt
Och ingen annan toppar vårat sex
Tårarna ska spruta inte rinna
Hon sa ligga inte luta
Så vi gråter inte längre nu i regnet på en julafton
Och alla våra smycken va' i plast
Men ändå vart det dyraste ja' haft
Så nästa gång vi ses
Kommer jag att minnas för oss båda
O' du vet, att ja' klipper bilar på din gata
Men du skrev
Kommer jag att hålla oss två i hemlighet
Och inget är försent
Så förneka oss föralltid
Kommer alltid va' din första
Kanske inte bästa men ja' hoppas på det största
Vi kanske ses igen när vi är vuxna
O' ligger som vi låg när vi va unga

[Refräng: Ludwig Kronstrand]
Hon dansar vidare i livet
Jag sparkar backspeglar på vägen hem
Hon har allt för dyra kläder
Men hon var min

[Vers 3: Ludwig Kronstrand]
Yo, Det va' så länge sen ja' såg dig, hur mår du nu?
Jag hörde att du träffa nån, o' att ni har kul
Inte för att snoka men ja' vet ju vad du gör
Alla här i staden gillar skvaller så jag hör
Lyssnar du på radio o' vad tycker du om oss?
Berätta nu om världen, var det bättre än du trott?
Stockholm är ju samma varför kommer du tillbaks?
Fan nu är vi gamla, vet du vad?
Vägen hit va' lång
Men inte som vi trott
Vi kollade på lägenheter där vi ville bo
Din mamma skicka hem mig, hon sa nu har ja' fått nog
Du släppte ut ditt hjärta genom fönstret som en bok
O' det va' blommor under kudden, båda drömde om varann
Det sprakar nog med mig, ja' vill minnas att vi brann
Du sa att vi förlora men mitt hjärta, vet du vad?
Vi båda har ju vunnit vi mår bra

[Refräng: ]
Hon dansar vidare i livet
Jag sparkar backspeglar på vägen hem
Hon har allt för dyra kläder
Men hon var min

[Outro: Ludwig Kronstrand]
För hon har blommor
Där i sitt hår
Tror hon har glömt nu
Det va' då
Men ja' ska minnas för oss två
Så bara gå"
85,Revenge,XXXTENTACION,Pop,"[Intro]
I think I, I think I finally
Found a way to forgive myself
From mistakes I made in my past
I think that's the first step, right?
You agree?

[Verse]
I've dug two graves for us, my dear
Can't pretend that I was perfect, leavin' you in fear
Oh man, what a world, the things I hear
If I could act on my revenge, then, oh, would I?
Some kill, some steal, some break your heart
And you thought that I would let it go and let you walk
Broken hearts, break bones, so break up fast
And I don't wanna let it go, so in my grave I'll rot
I've dug two graves for us, my dear
Can't pretend that I was perfect, leavin' you in fear
Oh man, what a world, the things I hear
If I could act on my revenge, then, oh, would I?
Some kill, some steal, some break your heart
And you thought that I would let it go and let you walk
Broken hearts, break bones, so break up fast
And I don't wanna let it go, so in my grave I'll rot

[Outro]
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
In my grave, I'll rot
I'll rot, I'll rot, I'll rot
Is my pain your freedom?
Is all of my pain your freedom?
Enjoy…"
86,Say Something,Justin Timberlake,Pop,"[Intro: Justin Timberlake]
Mhmm, yeah, alright
Ooh

[Verse 1: Justin Timberlake]
Everyone knows all about my direction
And in my heart somewhere I wanna go there
Still, I don't go there

[Chorus: Justin Timberlake & Chris Stapleton]
Everybody says, ""say something that says something”
“Say something that says something”
“Say something that says something”
I don't wanna get caught, up in the rhythm of it
But I can't help myself, no, I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have

[Verse 2: Chris Stapleton & Justin Timberlake]
Everyone knows all about my transgressions
Still in my heart somewhere, there's melody and harmony
For you and me, tonight (whoa)
I hear them call my name

[Chorus: Chris Stapleton & Justin Timberlake]
Everybody says, ""Say something""
Then, ""Say something, say something""
Then, ""Say something, say something""
Then, ""Say something""
I don't want to get caught up in the rhythm of it
But I can't get help myself, no I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)

[Bridge: Justin Timberlake & Chris Stapleton]
Sometimes, the greatest way to say something is to say nothing at all
Sometimes, the greatest way to say something is to say nothing at all
Sometimes, the greatest way to say something is to say nothing

[Part-Chorus: Justin Timberlake & Chris Stapleton]
But I can't help myself, no I can't help myself, no, no
Caught up in the middle of it
No, I can't help myself, no I can't help myself, no, no, no
Caught up in the rhythm of it

[Post-Chorus: Justin Timberlake & Chris Stapleton]
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)
Maybe I'm looking for something I can't have (Maybe I'm looking for something I can't have)

[Outro: Justin Timberlake & Chris Stapleton]
Sometimes the greatest way to say something is to say nothing at all
Sometimes the greatest way to say something is to say nothing at all
Sometimes the greatest way to say something is to say nothing"
